NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CALCUL NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_N_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
DOME ARAGO 10;TH891N2093E;891N2093E;Formation répertoriée;Dôme;TH;Volcan;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 10;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;20,93559973;20,94;20 ° 56 '  Est;8,916796253;8 ° 55 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;6;9.6;3.6;5.8;3;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NNO du cratère Arago;Description ALPO : Base ronde. Cratère-puits profond au sommet. Au NO d'Arago.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 11;TH914N2157E;914N2157E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 11;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;21,57244626;21,57;21 ° 34 '  Est;9,148857422;9 ° 9 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;6;7;3.6;4.3;3;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NO du cratère Arago;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 12;TH961N2147E;961N2147E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 12;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;21,4778659;21,48;21 ° 29 '  Est;9,613438289;9 ° 37 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;6;6;3.6;3.6;3;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;N du cratère Arago;Description ALPO : Grand dôme au NO d'Arago.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 2;TH545N2200E;545N2200E;Formation répertoriée;Dôme;TH;Volcan;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 2;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;22,0054411;22,01;22 ° 0 '  Est;5,451319812;5 ° 27 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;3;5;1.8;3;1,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SE du cratère Arago;Description ALPO : Elliptique. Cratère sommital ?;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;100;Instruments 100 mm de diamètre;Instruments 200 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 3;TH550N2169E;550N2169E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 3;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;21,69758262;21,70;21 ° 42 '  Est;5,508878671;5 ° 31 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;S du cratère Arago;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 4;TH573N2195E;573N2195E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 4;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;21,95474041;21,95;21 ° 57 '  Est;5,739170477;5 ° 44 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;S du cratère Arago;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 5;TH591N2208E;591N2208E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 5;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;22,08612063;22,09;22 ° 5 '  Est;5,911950197;5 ° 55 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;SE du cratère Arago;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 6;TH602N2227E;602N2227E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 6;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;22,27767057;22,28;22 ° 17 '  Est;6,02716656;6 ° 2 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;E du cratère Arago;Description ALPO : Pas de description physique.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 7;TH620N2216E;620N2216E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 7;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;22,16074267;22,16;22 ° 10 '  Est;6,200037133;6 ° 12 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;O du cratère Arago;Description ALPO : Petit et hémisphérique.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 8;TH833N2416E;833N2416E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 8;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;24,16249576;24,16;24 ° 10 '  Est;8,337279189;8 ° 20 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NE du cratère Arago;Description ALPO : Forme un dôme double.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO 9;TH856N2122E;856N2122E;Formation répertoriée;Dôme;TH;Volcan;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago n° 9;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;21,22561825;21,23;21 ° 14 '  Est;8,568979552;8 ° 34 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;6;8.2;3.6;5;3;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NNO du cratère Arago;Description ALPO : Cratère-puits au sommet. Hémisphérique. Au NO d'Arago.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO A 1;TH746N2141E;746N2141E;Formation répertoriée;Dôme;TH;Volcan;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago A n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;21,41362781;21,41;21 ° 25 '  Est;7,469592316;7 ° 28 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;15;24;9.1;14.6;7,5;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Arago a;Description ALPO : Large et complexe.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO B 1;TH608N1993E;608N1993E;Formation répertoriée;Dôme;TH;Volcan;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago B n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;19,93297819;19,93;19 ° 56 '  Est;6,084783887;6 ° 5 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;20;23.29;12.1;14.1;10;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Arago b;Description ALPO : Dôme complex avec cratères-puits au sommet.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;50;Lunette 50 mm;Instruments 100 mm de diamètre;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
DOME ARAGO D 1;TH851N2398E;851N2398E;Formation répertoriée;Dôme;TH;Bouclier volcanique;Volcanisme extrusif;Non déterminé;Pas de données;Non applicable;Dôme Arago D n° 1;ALPO (1976);Non approuvé par l'UAI;Non nommé;Non nommé;Non nommé;Astronome et physicien;France;français;Français;19;19 ème siècle;Estagel;1786;Paris;1853;Directeur de l'observatoire de Paris. Travaux sur la polarisation. Mesure du diamètre des planètes. Découverte de la chromosphère solaire. Membre de l'Académie des Sciences en 1809.  Ministre ayant aboli l'esclavage dans les colonies.;23,9836777;23,98;23 ° 59 '  Est;8,511041375;8 ° 31 '  Nord;Face visible;Nord - Est;Partie Est de la Mer de la Tranquillité;35;Arago;278;1c2 / 2h3;343C 148C 154C;MM86;IV-085-H1;?;?;?;?;Calcul impossible;Hauteur non trouvée;Hauteur non trouvée;Hauteur inconnue. Calcul impossible.;Hauteur inconnue. Dessin impossible.;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;NE du cratère Arago D;Description ALPO : Forme un dôme double.;;;;Non décrit;3;Formation très intéressante;6;6 jours après la Nouvelle Lune;5 jours après la Pleine Lune;999;Non déterminé;Non déterminé;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
