NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;OESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
Milichius 7;Domo;Sin determinar;Domo de Milichius nº 7;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor filósofo y matemático;Alemania;alemán;16;Siglo XVI;?;1501;?;1559;??;-3.006.197.862;30 º 4 '  Oeste;1.253.288.941;12 º 32 '  Norte;Norte - Oeste;Parte Este de Oceanus Procellarum;30;Kepler;254;5g4 / 7a5;036C 040N/C 048N/C 201C 205C;ST07/03;IV-133-H2;16;20;9.7;12.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Milichius;Escudo volcánico;Volcanismo extrusivo;Hemisférico, domo complejo, cima rugosa con colinas centrales en el cráter;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Milichius 8;Domo;Sin determinar;Domo de Milichius nº 8;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor filósofo y matemático;Alemania;alemán;16;Siglo XVI;?;1501;?;1559;??;-3.061.375.518;30 º 37 '  Oeste;1.259.159.048;12 º 35 '  Norte;Norte - Oeste;Parte Este de Oceanus Procellarum;30;Kepler;254;5g4 / 7a5;036C 040N/C 048N/C 201C 205C;ST07/03;IV-133-H2;8.6;8.6;5.2;5.2;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Milichius;Volcán;Volcanismo extrusivo;Perfil bajo, base redonda, picudo;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Milichius 9;Domo;Sin determinar;Domo de Milichius nº 9;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor filósofo y matemático;Alemania;alemán;16;Siglo XVI;?;1501;?;1559;??;-3.124.565.487;31 º 15 '  Oeste;1.270.903.299;12 º 43 '  Norte;Norte - Oeste;Parte Este de Oceanus Procellarum;30;Kepler;254;5g4 / 7a5;036C 040N/C 048N/C 201C 205C;ST07/03;IV-133-H2;14;14;8.5;8.5;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Milichius;Volcán;Volcanismo extrusivo;Hemisférico, picudo, domo sureste de un grupo de 4 domos, múltiples cratercillos en la cumbre, parches brillantes de materials del rayo de Aristarchus solapando los flujos de lava basáltica más oscuros;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Milichius A 1;Domo;Sin determinar;Domo de Milichius A nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor filósofo y matemático;Alemania;alemán;16;Siglo XVI;?;1501;?;1559;??;-3.216.221.186;32 º 10 '  Oeste;8.105.716.059;8 º 6 '  Norte;Norte - Oeste;Parte Este de Oceanus Procellarum;30;Kepler;254;5g4 / 7a5;036C 040N/C 048N/C 201C 205C;ST07/03;IV-133-H2;3;5;1.8;3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Milichius A;Escudo volcánico;Volcanismo extrusivo;Oblongo, posible pico de montaña;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;100;Refractor de 100 mm;Reflector de 200 mm
Milichius A 2;Domo;Sin determinar;Domo de Milichius A nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor filósofo y matemático;Alemania;alemán;16;Siglo XVI;?;1501;?;1559;??;-3.264.858.388;32 º 39 '  Oeste;955.533.142;9 º 33 '  Norte;Norte - Oeste;Parte Este de Oceanus Procellarum;30;Kepler;254;5g4 / 7a5;036C 040N/C 048N/C 201C 205C;ST07/03;IV-133-H2;3;3;1.8;1.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Milichius A;Volcán;Volcanismo extrusivo;Pequeño, perfil bajo, picudo, hemisférico;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;100;Refractor de 100 mm;Reflector de 200 mm
Milichius P 1;Domo;Sin determinar;Domo de Milichius P nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Doctor filósofo y matemático;Alemania;alemán;16;Siglo XVI;?;1501;?;1559;??;-3.119.775.211;31 º 12 '  Oeste;1.007.865.811;10 º 5 '  Norte;Norte - Oeste;Parte Este de Oceanus Procellarum;30;Kepler;254;5g4 / 7a5;036C 040N/C 048N/C 201C 205C;ST07/03;IV-133-H2;8.9;8.9;5.4;5.4;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Milichius p;Volcán;Volcanismo extrusivo;Base redonda, vertientes empinadas, cumbre picuda con un agujero grande y profundo;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Mitchell 1;Domo;Sin determinar;Domo de Mitchell nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;U. S. A.;americano;19;Siglo IX;?;1818;?;1899;??;2.005.242.617;20 º 3 '  Este;4.764.630.045;47 º 39 '  Norte;Norte - Este;Limbo Norte de la Luna;5;Aristoteles;372;2d5;343N 351N 143N 148N 154N;;IV-104-H1 IV-092-H1 IV-103-H3 IV-098-H3;12;10;7.3;6.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Mitchell E;Escudo volcánico;Volcanismo extrusivo;Domo de tierras montañosas, hemisférico, amplio cratercillo en la cumbre;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Moltke 1;Domo;Sin determinar;Domo de Moltke nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Oficial;Alemania;alemán;19;Siglo IX;Parchim;1800;Berlín;1891;Mariscal de campo en 1871. Inventor de tácticas militares que se usaron durante la guerra de 1870. Co-autor de un mapa lunas con Schmidt.;246.453.293;24 º 39 '  Este;0;0 º 0 '  Sur;Sur - Este;Región Noroeste del cráter Theophilus;46;Theophilus;273;3g1 / 13a7 / 15h8;343C 143C 148C 154C;;;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Moltke;Volcán;Volcanismo extrusivo;Perfil bajo, domo marino, cerca de una cordillera rugosa;3;Formación muy interesante;6;6 días después de la Luna Nueva;5 días después de la Luna Llena;999;Sin determinar;Sin determinar
Gruithuisen Delta;Domo;Sin determinar;Domo de Mons Gruithuisen Delta nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y naturalista;Alemania;alemán;19;Siglo IX;Haltenberg;1774;?;1852;Observó la Luna creyéndola habitada. Autor de la teoría de origen meteorítico de los cráteres lunares en 1840.;-3.936.988.793;39 º 22 '  Oeste;3.587.366.688;35 º 52 '  Norte;Norte - Oeste;Parte Norte de Oceanus Procellarum;9;Mairan;358;10c2 / 14g2;040N 048N 055N 061N 205N 213N;MM37;IV-145-H1 IV-151-H1;34;20;20.6;12.1;1660;5030;0.0488235294117647;------------^------------;Mons Gruithuisen Delta;Escudo volcánico;Volcanismo extrusivo;Grande y fácil de localizar, oblongo, domo complejo en la orilla de Mare Imbrium, lado este de un valle de ensenada y al Oeste del cráter Gruithuisen B, amplio cratercillo en la cima;3;Formación muy interesante;11;4 días después del Cuarto Creciente;3 días después del Cuarto Menguante;30;Binoculares de 10x;Refractor de 50 mm
Moro 1;Domo;Sin determinar;Domo de Mons Moro nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Naturalista;Italia;italiano;18;Siglo XVIII;?;1687;?;1764;??;-1.987.307.887;19 º 52 '  Oeste;-115.954.424;11 º 36 '  Sur;Sur - Oeste;Región Sureste de Oceanus Procellarum;42;Fra Mauro;217;;024 C 029C/S 191 C;;;5;14;3;8.5;100;303;0.02;--------------------------^-------------------------;Mons Moro (Bonpland y);Escudo volcánico;Volcanismo extrusivo;Oblongo, bajo albedo, vertientes empinadas, parte de una cordillera rugosa, sureste del cráter Bonpland H;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Pico 1;Domo;Sin determinar;Domo de Mons Pico nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;-9.380.689.959;9 º 23 '  Oeste;420.670.648;42 º 4 '  Norte;Norte - Oeste;Parte central de Mare Imbrium;11;Le Verrier;378;2h4 / 6b4;009N 018N 024N 174N 179N 183N 191N;MM44 L100/023;IV-122-H2;22;30;13.4;18.2;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO de Mons Pico;Volcán;Volcanismo extrusivo;Base triangular, picudo, en Mare Imbrium;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Pico 2;Domo;Sin determinar;Domo de Mons Pico nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;-9.438.981.471;9 º 26 '  Oeste;424.541.502;42 º 27 '  Norte;Norte - Oeste;Parte central de Mare Imbrium;11;Le Verrier;378;2h4 / 6b4;009N 018N 024N 174N 179N 183N 191N;MM44 L100/023;IV-122-H2;34;34;20.6;20.6;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO de Mons Pico;Volcán;Volcanismo extrusivo;En Mare Imbrium;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;30;Binoculares de 10x;Refractor de 50 mm
Pico 3;Domo;Sin determinar;Domo de Mons Pico nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;-9.736.591.964;9 º 44 '  Oeste;4.284.364.304;42 º 51 '  Norte;Norte - Oeste;Parte central de Mare Imbrium;11;Le Verrier;378;2h4 / 6b4;009N 018N 024N 174N 179N 183N 191N;MM44 L100/023;IV-122-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO de Mons Pico;Escudo volcánico;Volcanismo extrusivo;Domo marino en Mare Imbrium;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;999;Sin determinar;Sin determinar
Rümker 1;Domo;Sin determinar;Domo de Mons Rümker nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;?;1788;?;1862;Director de la Escuela de Navegación de Hamburgo.;-5.789.554.229;57 º 54 '  Oeste;4.061.704.008;40 º 37 '  Norte;Norte - Oeste;Limbo Noroeste de la Luna;8;Rümker;362;8d5;061N 067N 225N 233N 237N;MM165;IV-163-H2 IV-163-H2 IV-170-H2;62;62;37.6;37.6;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Sobre Mons Rümker;Escudo volcánico;Volcanismo extrusivo;Hemisférico, domo complejo, miembro prominente de un cúmulo de domos;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;30;Binoculares de 10x;Refractor de 50 mm
Rümker 2;Domo;Sin determinar;Domo de Mons Rümker nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo;Alemania;alemán;19;Siglo IX;?;1788;?;1862;Director de la Escuela de Navegación de Hamburgo.;-557.663.364;55 º 46 '  Oeste;4.214.429.227;42 º 9 '  Norte;Norte - Oeste;Limbo Noroeste de la Luna;8;Rümker;362;8d5;061N 067N 225N 233N 237N;MM165;IV-163-H2 IV-163-H2 IV-170-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Sobre Mons Rümker;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;12;5 días después del Cuarto Creciente;4 días después del Cuarto Menguante;999;Sin determinar;Sin determinar
Riphaeus 1;Domo;Sin determinar;Domo de Montes Riphaeus nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;-2.624.539.716;26 º 15 '  Oeste;-5.739.170.477;5 º 44 '  Sur;Sur - Oeste;Parte Sureste de Oceanus Procellarum;41;Euclides;219;7a1 / 9f6 /11a5;029C 036C 040C 201C 205C/S;;IV-132-H2;23;23;14;14;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N of Montes Riphaeus;Escudo volcánico;Volcanismo extrusivo;Hemisférico, 3 cimas, domo complejo con varias cratercillos en la cumbre;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Murchison 1;Domo;Sin determinar;Domo de Murchison nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Geólogo;Escocia;escocés;19;Siglo IX;Tarradale;1792;Londres;1871;Director del Servicio Geológico del Reino Unido. Estudios sobre el Silúrico en 1839.;0.115037929;0 º 53 '  Este;5.048.558.958;5 º 3 '  Norte;Norte - Este;Disco central de la Luna;33;Triesnecker;290;1g2;003C 174C 179C;;IV-109-H1;4.9;4.9;3;3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Murchison;Escudo volcánico;Volcanismo extrusivo;Bien confirmado, hemisférico, base redonda;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;100;Refractor de 100 mm;Reflector de 200 mm
Norman 1;Domo;Sin determinar;Domo de Norman nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Naturalista;Gran Bretaña;británico;16;Siglo XVI;?;?;?;?;??;-3.168.614.575;31 º 41 '  Oeste;-1.188.804.436;11 º 53 '  Sur;Sur - Oeste;Parte Sureste de Oceanus Procellarum;41;Euclides;177;9f6 / 11a5;036C 040C 201C 205C/S;;IV-132-H2;17.8;17.8;10.8;10.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Norman (Euclides B);Escudo volcánico;Volcanismo extrusivo;Hemisférico, pero parece ser demasiado alto para ser un domo;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Norman 2;Domo;Sin determinar;Domo de Norman nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Naturalista;Gran Bretaña;británico;16;Siglo XVI;?;?;?;?;??;-3.133.525.153;31 º 20 '  Oeste;-1.182.949.905;11 º 50 '  Sur;Sur - Oeste;Parte Sureste de Oceanus Procellarum;41;Euclides;177;9f6 / 11a5;036C 040C 201C 205C/S;;IV-132-H2;10;17;6.1;10.3;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;O del cráter Norman (Euclides B);Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;10;3 días después del Cuarto Creciente;2 días después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Opelt 1;Domo;Sin determinar;Domo de Opelt nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Banquero;Alemania;alemán;19;Siglo IX;?;1794;?;1863;Sostuvo los trabajos de los selenógrafos Lohrmann y Schmidt.;-1.803.024.395;18 º 2 '  Oeste;-1.347.375.889;13 º 28 '  Sur;Sur - Oeste;Parte Oeste de Mare Nubium;53;Bullialdus;167;9d4;018C/S 024C 029S 191C;;IV-120-H2;57;57;34.6;34.6;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NE del cráter Opelt;Escudo volcánico;Volcanismo extrusivo;Platicúrtico (no picudo);3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;30;Binoculares de 10x;Refractor de 50 mm
Pallas F;Domo;Sin determinar;Domo de Pallas F;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Naturalista y explorador;Alemania;alemán;18;Siglo XVIII;Berlín;1741;Berlín;1811;Explorador de Rusia y Siberia. Autor de varios trabajos de ciencias naturales en estos países.;-2.639.709.351;2 º 38 '  Oeste;2.808.617.877;2 º 49 '  Norte;Norte - Oeste;Disco central de la Luna;33;Triesnecker;290;1h2 / 5a3;003C 009C 174C 179C 183C;;IV-109-H1;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;SO del cráter Pallas F;Escudo volcánico;Volcanismo extrusivo;En la coste noroeste de Sinus Medii;3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;999;Sin determinar;Sin determinar
Putredinis 1;Domo;Sin determinar;Domo de Palus Putredinis nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;1.017.613.024;1 º 1 '  Este;2.572.167.938;25 º 43 '  Norte;Norte - Este;Región de Montes Apenninus;22;Conon;322;1g7 / 2f1 / 5a7 / 6a1;003N/C OO9N 174N/C 179N;;;2;2;1.2;1.2;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;En Palus Putredinis;Escudo volcánico;Volcanismo extrusivo;Oblongo, domo marino, al este de Rima Archimedes IV y Bradley q, cerca de la costa oeste de Palus Putredinis;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;150;Refractor de 50 mm;Reflector de 300 mm
Putredinis 2;Domo;Sin determinar;Domo de Palus Putredinis nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;1.402.300.443;1 º 24 '  Este;2.597.634.274;25 º 59 '  Norte;Norte - Este;Región de Montes Apenninus;22;Conon;322;1g7 / 2f1 / 5a7 / 6a1;003N/C OO9N 174N/C 179N;;;21;21;12.8;12.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;En Palus Putredinis;Escudo volcánico;Volcanismo extrusivo;Oblongo, domo marino, al este de Rima Archimedes IV y al sur de Bradley q, cerca de la costa oeste de Palus Putredinis;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Putredinis 3;Domo;Sin determinar;Domo de Palus Putredinis nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;0.127469237;0 º 52 '  Este;2.597.634.274;25 º 59 '  Norte;Norte - Este;Región de Montes Apenninus;22;Conon;322;1g7 / 2f1 / 5a7 / 6a1;003N/C OO9N 174N/C 179N;;;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;En Palus Putredinis;Escudo volcánico;Volcanismo extrusivo;Oblongo domo marino, vertientes empinadas, al este de Rima Archimedes IV y al sur de Bradley q, cerca de la costa oeste de Palus Putredinis;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;999;Sin determinar;Sin determinar
Putredinis 4;Domo;Sin determinar;Domo de Palus Putredinis nº 4;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;1.534.846.064;1 º 32 '  Este;2.635.937.679;26 º 22 '  Norte;Norte - Este;Región de Montes Apenninus;22;Conon;322;1g7 / 2f1 / 5a7 / 6a1;003N/C OO9N 174N/C 179N;;;22;14;13.4;8.5;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;En Palus Putredinis;Escudo volcánico;Volcanismo extrusivo;Oblongo, domo marino, al este de Rima Archimedes IV y Bradley q, cerca de la costa oeste de Palus Putredinis;3;Formación muy interesante;7;Cuarto Creciente;6 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Putredinis 5;Domo;Sin determinar;Domo de Palus Putredinis nº 5;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;-0.772568331;0 º 46 '  Oeste;2.712.929.446;27 º 8 '  Norte;Norte - Oeste;Región de Montes Apenninus;22;Conon;322;1g7 / 2f1 / 5a7 / 6a1;003N/C OO9N 174N/C 179N;;;6.2;6.2;3.8;3.8;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;En Palus Putredinis;Escudo volcánico;Volcanismo extrusivo;Perfil bajo, domo marino, sur del cráter Spurr (Archimedes K);3;Formación muy interesante;8;1 día después del Cuarto Creciente;Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Petavius B 1;Domo;Sin determinar;Domo de Petavius B nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Teólogo e historiador;Francia;francés;17;Siglo XVII;?;1583;?;1652;??;5.503.895.567;55 º 2 '  Este;-185.420.164;18 º 33 '  Sur;Sur- Este;Borde Sur de Mare Fecunditatis;59;Petavius;147;15d2 / 16c8;303C/S 309S 315C 099C 105C 112C 119C/S 124C;ST03/02  MM107 L100/016;IV-046-H1 IV-053-H1 IV-184-H2;30;30;18.2;18.2;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Petavius B;Escudo volcánico;Volcanismo extrusivo;Hemisférico con cratercillos en las vertientes;3;Formación muy interesante;3;3 días después de la Luna Nueva;2 días después de la Luna Llena;30;Binoculares de 10x;Refractor de 50 mm
Petavius B 2;Domo;Sin determinar;Domo de Petavius B nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Teólogo e historiador;Francia;francés;17;Siglo XVII;?;1583;?;1652;??;5.692.286.134;56 º 55 '  Este;-1.842.119.343;18 º 25 '  Sur;Sur- Este;Borde Sur de Mare Fecunditatis;59;Petavius;147;15d2 / 16c8;303C/S 309S 315C 099C 105C 112C 119C/S 124C;ST03/02  MM107 L100/016;IV-046-H1 IV-053-H1 IV-184-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;N del cráter Petavius B;Escudo volcánico;Volcanismo extrusivo;Incierto;3;Formación muy interesante;3;3 días después de la Luna Nueva;2 días después de la Luna Llena;999;Sin determinar;Sin determinar
Petavius B 3;Domo;Sin determinar;Domo de Petavius B nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Teólogo e historiador;Francia;francés;17;Siglo XVII;?;1583;?;1652;??;5.304.176.639;53 º 3 '  Este;-1.775.816.391;17 º 45 '  Sur;Sur- Este;Borde Sur de Mare Fecunditatis;59;Petavius;147;15d2 / 16c8;303C/S 309S 315C 099C 105C 112C 119C/S 124C;ST03/02  MM107 L100/016;IV-046-H1 IV-053-H1 IV-184-H2;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NO del cráter Petavius B;Escudo volcánico;Volcanismo extrusivo;Cúmulo del tipo Rümker?;3;Formación muy interesante;3;3 días después de la Luna Nueva;2 días después de la Luna Llena;999;Sin determinar;Sin determinar
Picard 1;Domo;Sin determinar;Domo de Picard nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Astrónomo y geodesta;Francia;francés;17;Siglo XVII;La Flèche;1620;París;1682;Miembro de la Academia de las Ciencias en 1666. Inspector de obras del Castillo de Versalles. Colaborador de Römer y Cassini en el Observatorio de París. Fundador del boletín de efemérides 'El conocimiento de los tiempos'.;5.058.997.295;50 º 35 '  Este;153.669.528;15 º 22 '  Norte;Norte - Este;Borde Noroeste de Mare Crisium;26;Cleomedes;262;3c4;309C 315C 117N 119N/C 124N;;IV-191-H3 IV-054-H2;20;20;12.1;12.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;E del cráter Picard;Escudo volcánico;Volcanismo extrusivo;Hemisférico, complejo, con forma de mancuerna, puede que sean 2 domos;3;Formación muy interesante;4;4 días después de la Luna Nueva;3 días después de la Luna Llena;50;Refractor de 50 mm;Refractor de 100 mm
Pico B 1;Domo;Sin determinar;Domo de Pico B nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;;;;;;;;;;;-1.485.489.711;14 º 51 '  Oeste;4.756.132.379;47 º 34 '  Norte;Norte - Oeste;Parte central de Mare Imbrium;11;Le Verrier;378;2h4 / 6b4;009N 018N 024N 174N 179N 183N 191N;MM44 L100/023;IV-122-H2;11;16;6.7;9.7;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;NE crater Pico B;Escudo volcánico;Volcanismo extrusivo;Colina hemisférica, probablemente no es un domo;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Pitatus 1;Domo;Sin determinar;Domo de Pitatus nº 1;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Matemático y astrónomo;Italia;italiano;16;Siglo XVI;?;?;?;?;??;-1.405.226.186;14 º 3 '  Oeste;-3.059.724.318;30 º 36 '  Sur;Sur - Oeste;Región de Mare Humorum;54;Birt;132;9c1 / 10e8;018S 024S 179S 183S 191S;MM147;IV-113-H1 IV-120-H1 IV-119-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Pitatus;Escudo volcánico;Volcanismo extrusivo;Al este de un riachuelo en la superficie del cráter;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;999;Sin determinar;Sin determinar
Pitatus 2;Domo;Sin determinar;Domo de Pitatus nº 2;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Matemático y astrónomo;Italia;italiano;16;Siglo XVI;?;?;?;?;??;-1.437.548.259;14 º 23 '  Oeste;-3.046.420.705;30 º 28 '  Sur;Sur - Oeste;Región de Mare Humorum;54;Birt;132;9c1 / 10e8;018S 024S 179S 183S 191S;MM147;IV-113-H1 IV-120-H1 IV-119-H3;10;10;6.1;6.1;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Pitatus;Escudo volcánico;Volcanismo extrusivo;Perfil muy bajo, hemisférico;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;50;Refractor de 50 mm;Refractor de 100 mm
Pitatus 3;Domo;Sin determinar;Domo de Pitatus nº 3;ALPO 1976;Sin nombre;Sin nombre;Sin nombre;Matemático y astrónomo;Italia;italiano;16;Siglo XVI;?;?;?;?;??;-1.352.540.642;13 º 32 '  Oeste;-3.026.499.261;30 º 16 '  Sur;Sur - Oeste;Región de Mare Humorum;54;Birt;132;9c1 / 10e8;018S 024S 179S 183S 191S;MM147;IV-113-H1 IV-120-H1 IV-119-H3;?;?;?;?;?;?;Altura desconocida. Imposible de calcular.;Altura desconocida. Imposible de dibujar.;Dentro del cráter Pitatus;Escudo volcánico;Volcanismo extrusivo;No descrito;3;Formación muy interesante;9;2 días después del Cuarto Creciente;1 día después del Cuarto Menguante;999;Sin determinar;Sin determinar
