NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
PLANITIA DESCENDUS;Plain;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Landing Plain;(??);Not named;Not named;Not named;;;;0;19 th century;;;;;;-64;64.0° West;7;7.0° North;North-West;Moon West limb;28;Galilei;261;;;;;0;0;0;0;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;;;;;2;Pretty interesting formation;12;5 days after First Quarter;4 days after Last Quarter;999;Not visible;Not visible
PLATO;Walled plain;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Plato;Riccioli (1651);Lacus Panciroli;Lacus Niger Major;Plato;Philosopher;Greece;greek;-5;5  th century BC;Athçnes;428 av JC;Athçnes;347 av JC;Tutor of Denys the Youth. Founder of the Academy. Has written 28 'Dialogues' and many 'Letters'. Philosophy making the synthesis between the rationalism and the spiritualism. Believed in spherical stars;-9,3;9.3° West;51,6;51.6° North;North-West;Moon North limb;3;Plato;378;2g5 / 2h5 / 6b5;009N 018N 024N 040N 048N 067N 174N 179N 183N 191N;ST07/99  MM34;IV-122-H3 IV-128-H1 IV-126-M IV-134-H3 IV-127-H3 IV-116-H1 IV-190-M;104;104;61;61;0;0;0,0099;Too flat. Impossible drawing.;Circular formation crushing the chain of Alps. Transient lunar phenomena (clouds in 1871).;Pretty steep slopes supporting Platon G to the East.;Few high walls with 2000 m summits and a colapsed part to the West.;Immense flat floor filled with somber lava. Clear spots and craterlets.;4;Exceptional formation;8;1 day after First Quarter;Last Quarter;5;Naked eye;10x binoculars
PLAYFAIR;Crater;Nectarian (From -3.92 billions years to -3.85 billions years);John Playfair;Mädler (1837);Valerii;Mons Antitaurus;Not named;Mathematician and geologist;Great Britain;british;18;18 th century;Benvie;1748;Edimburg;1819;Precursor of the geomorphology. Author of a law on the convergence of confluences.;8,4;8.4° East;-23,5;23.5° South;South-East;East of Catharina crater region;56;Azophi;122;1,30E+04;351S 357S 161S 167C/S;;IV-101-H1 IV-096-H1;49;49;29;29;2910;8800;0,0606;A__________________________________A;Isolated circular formation.;Steep slopes supporting Playfair G to the West a craterlet to the South-West and the South North aligned trio Abenezra A Azophi A & B to the East.;High walls with debris to the South-West overlapped by Playfair B to the West and an anonymous craterlet to the South.;Flat floor with craterlets whose a double central one.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
PLINIUS;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Gaius Plinius Secundus (or Pline the Old);Riccioli (1651);Eugeniae;Insula Appolonia;Plinius;Naturalist and writer;Rome;roman;1;1 st century;Côme;23;Stabies;79;Known for its encyclopedia in 37 appointed books called 'Natural History'. Death in an eruption of the Vesuvio.;23,7;23.7° East;15,4;15.4° North;North-East;South-East part of Mare Serenitatis;24;Bessel;278;1b4 / 1c4;334C 343N/C 143C 148C 154C;;IV-085-H2;44;44;26;26;2300;7000;0,0535;A_______________________________________A;Isolated circular formation.;Steep slopes supporting Rimae Plinius to the North.;Walls with terraces collapsed to the North.;Pretty flat floor. Central mountain. Debris to the North. Hills and craterlets whose two large.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
PLUTARCH;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Plutarque;Riccioli (1651);Not named;Mons Alaunus;Plutarch;Philosopher and writer;Greece;greek;1;1 st century;Chéronée;50;Chéronée;125;Trip in Italy and in Egypt. Author of the 'Parallel Lives' and the 'Moral Works'. Numerous treaties whose 'The Face of the Moon'.;79;79.0° East;24,1;24.1° North;North-East;Moon East-North-East limb;27;Plutarch;229;3b6 / 4b2;291N Q1E Q4E 099N;;IV-165-H3 IV-177-H1;70;70;41;41;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated alongside the zone of librations and forming an interesting couple with Seneca.;Pretty steep slopes supporting a large crater to the South Plutarch D to the West and Plutach N & a craterlet to the South-West.;Few high walls ridden by two craterlets to the East.;Flat floor. Few high central mountain.;3;Very interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
POISSON;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Siméon Denis Poisson;Mädler (1837);Not named;Not named;Not named;Mathematician;France;french;19;19 th century;Pithiviers;1781;Paris;1840;Member of the Academy of Sciences in 1812. Works on the celestial mechanics and the attraction. Specialist of probabilities.;10;10.0° East;-30,4;30.4° South;South-East;Maurolycus crater region;66;Maurolycus;121;13e1 / 14d8;351S 357S 161S 167S;;IV-095-H3;82;82;48;25;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Very lengthened formation oriented South-West North-East.;Few steep slopes supporting Poisson T to the South-West and Poisson A to the West.;Few high walls supporting a double craterlet to the South-East and crushed by Poisson U & V to the South.;Flat floor lengthened with bays in the wall to the North and in communication with Poisson T. Hills and craterlets.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
POLYBIUS;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Polubios;Mädler (1837);Bracamonti;Not named;Not named;Historian and stateman;Greece;greek;-3;3 rd century BC;Megalopolis;204 av JC;?;122 av JC;Friend of Scipion the African. Author of an 'History' of the antique World.;25,6;25.6° East;-22,4;22.4° South;South-East;Catharina crater region;57;Catharina;149;13a3 / 13b3 / 15h3;334S 343C 135S 143S 148S;;IV-084-H1;43;43;25;25;2050;6200;0,05;A__________________________________________A;Isolated circular formation.;Steeper slopes to the East supporting a chain of craterlets to the North and many craterlets all around.;Few high walls ridden by craterlets to the South-West.;Flat floor filled with lava. Craterlets.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
POMORTSEV;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Michail M. Pomortsev (ex Dubiago P);(??);Not named;Not named;Not named;Engineer;Russia;russian;19;19 th century;?;1851;?;1916;Pioneer of the astronautics.;66,9;66.9° East;0,7;0.7° North;North-East;Moon East limb;38;Neper;229;;105N/C 112C;;IV-039-H3;24;24;14;14;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated on the East bank of Mare Spumans.;Pretty steep slopes supporting Stewart N to the North.;Few high walls.;Flat floor filled with lava.;2;Pretty interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
PONCELET;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Jean Victor Poncelet;Arthur / Whitaker (1963);Not named;Not named;Not named;Mathematician;France;french;19;19 th century;Metz;1788;Paris;1867;Founder of the projective geometry in 1822. Member of the Academy of Sciences in 1834.;-54,1;54.1° West;75,8;75.8° North;North-West;Moon North limb;3;Plato;406;6d8;061N 205N;;IV-176-H2 IV-164-H2 IV-190-H3;71;71;42;42;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation.;Few steep slopes supporting a crater to the South.;Few high walls.;Flat floor supporting a craterlet.;2;Pretty interesting formation;12;5 days after First Quarter;4 days after Last Quarter;30;10x binoculars;50 mm refractor
PONS;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Jean-Louis Pons;Mädler (1837);Not named;Not named;Not named;Astronomer;France;french;19;19 th century;Peyre;1761;Florence;1831;Discoverer of 37 comets between 1801 and 1827 whose a periodical in 1818.;21,5;21.5° East;-25,3;25.3° South;South-East;Catharina crater region;57;Catharina;149;13b2 / 16h8;343C/S 148S 154S;;IV-084-H1 IV-089-H1;46;46;27;19;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;North South lengthened shape formation seeming to result from the fusion of two craters.;Few steep slopes supporting a beautiful field of craterlets to the North and a craterlet to the North-East.;Few high walls ridden to the East by Pons D and collapsed to the South.;Floor very tormented to the North and flat to the South. Central mountain.;3;Very interesting formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
PONTANUS;Crater;Pre-Nectarian (From -4.55 billions years to -3.92 billions years) ?;Giovanni G. Pontano;Riccioli (1651);Not named;Not named;Pontanus;Political man;Italy;italian;15;15 th century;Cerreto;1427;Naples;1503;Founder of the Academy of Naples. Author of several philosophical and astronomical treaties.;14,4;14.4° East;-28,4;28.4° South;South-East;East of Catharina crater region;56;Azophi;121;13d2 / 14d8;351S 357S 148S 154S 161S 167S;;IV-089-H1 IV-096-H1;60;60;35;35;2120;6400;0,0366;A__________________________________________________________A;Deformed and wrecked formation.;Slopes riddled with craterlets whose one to the North and 2 to the North-East and supporting Pontanus V to the South-West and the curieus Pontanus C to the South-East.;Deformed and little high walls.;Very tormented Floor. Lines of crest and craterlets.;3;Very interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
PONTECOULANT;Crater;Typical Nectarian (From -3.92 billions years to -3.85 billions years);Philippe G. le Doulcet de Pontécouland;Mädler (1837);Not named;Not named;Not named;Mathematician and astronomer;France;french;20;20 th century;?;1795;?;1874;Calculated the return of the comet of Halley in 1835.;66;66.0° East;-58,7;58.7° South;South-East;Moon South-South-East limb;76;Watt;32;16f3;303S 309S Q4S/SE 099C 105C/S 112S;MM104;IV-178-H3 IV-184-H3 IV-064-H1 IV-044-H3 IV-059-H1;94;94;55;55;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation.;Pretty steep slopes supporting a crater to the South and Pontecoulant A to the North-West.;Pretty high walls with terraces.;Flat floor with a craterlet to the North-west.;3;Very interesting formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
PORTER;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Russel W. Porter (ex Clavius B);(??);Not named;Not named;Not named;Optician and maker;Germany;german;20;20 th century;?;1871;?;1949;??;-10,1;10.1° West;-56,1;56.1° South;South-West;Moon South limb;72;Clavius;54;10d3;018S 024S 029S 174S 179S 183S 191S;;;54;54;32;32;2800;8500;0,0538;A_______________________________________A;Circular formation situated on the North-East wall of Clavius.;Pretty steep slopes.;;Flat floor. Important central mountain prolonged by a line of crest to its East. Chain of craterlets to the South-West.;3;Very interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor
POSIDONIUS;Walled plain;Upper Imbrian (From -3.8 billions years to -3.2 billions years);Posidonios;Riccioli (1651);Lafaillii;Insula Macra;Posidonius;Writer;Greece;greek;-2;2 nd century BC;Aparnée;135 av JC;Rome;51 av JC;Founder of school of philosophy of Rhodes. Tutor of Cicero and Pompee.;29,9;29.9° East;31,8;31.8° North;North-East;North-East of Mare Serenitatis region;14;Hercules;312;1b7 / 2a1 / 2a2 / 3g8 / 4g3;328N/C 334N 343N 131N 135N/C 143N 148N;MM81 L100/020;IV-086-H1 IV-079-H1;99;99;58;58;0;0;0,0242;A__________________________________________________________________________________________A;Circular formation. Forms a remarkable couple with Chacornac.;Few steep slopes supporting the trio Posidonius O I & B to the North.;Pretty high walls.;Flat floor with numerous craterlets whose Posidonius A and C and Rimae Posidonius. Lines of crest.;4;Exceptional formation;5;5 days after New Moon;4 days after Full Moon;30;10x binoculars;50 mm refractor
PRINZ;Crater;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Wilhelm Prinz;Krieger / König (1912);Not named;Not named;Not named;Astronomer;Germany;german;19;19 th century;?;1857;?;1910;Author of a comparative study of the Earth and the Moon.;-44,1;44.1° West;25,5;25.5° North;North-West;Region between Oceanus Procellarum and Mare Imbriu;19;Brayley;338;7c8 / 8d2;048N 055N 061N 225N;MM169;IV-150-H3 IV-144-H3 IV-151-H1;49;49;29;29;1010;3100;0,0215;A_____________________________________________________________________________________________________A;Circular formation.;Few steep slopes supporting Rimae Aristarchus to the North-West and Rimae Prinz to the North.;Few high walls gobbled to the South-West by the lava of Oceanus Procellarum.;Flat floor filled with lava. Central hill.;3;Very interesting formation;11;4 days after First Quarter;3 days after Last Quarter;30;10x binoculars;50 mm refractor
PROCLUS;Crater;Copernician (From -1.1 billions years to present days);Proclus Diadochus;Riccioli (1651);Puteani;Mons Corax;Proclus;Philosopher;Greece;greek;5;5 th century;Constantinople;412;Athçnes;485;Director of neoplatonician school in 452. Authors of the 'Elements of theology'.;46,8;46.8° East;16,1;16.1° North;North-East;North-West edge of Mare Crisium;26;Cleomedes;264;3d5;315N/C 323N/C 124N;MM93 L100/012;IV-061-H2 IV-066-H2;29;29;17;17;2400;7300;0,0857;A________________________A;Pentagonal shaped formation.;Steep slopes supporting Proclus K to the North-West Proclus R to the West and Proclus S & P to the South-East.;Pretty high walls.;Pretty flat floor little widened. Small central mountain. Radiations.;3;Very interesting formation;4;4 days after New Moon;3 days after Full Moon;30;10x binoculars;50 mm refractor
PROCTOR;Crater;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Mary Proctor;IAU Commission 17 (1935);Not named;Not named;Not named;Astronomer;U. S. A.;american;20;20 th century;?1;1862;?;1957;??;-5,1;5.1° West;-46,4;46.4° South;South-West;Tycho crater East region;65;Walter;94;10c5 / 14g5;003S 009S 018S 179S 183S;;IV-119-H2 IV-112-H2;54;54;32;32;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Circular formation situated on the North slope of Maginus.;Pretty steep slopes supporting Proctor K to the South-East and Proctor A to the South-West.;Few high walls supporting  two craterlets to the North-West and one to the North.;Flat floor with craterlets whose a large to the East. Crevices and hills.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
PROMONTORIUM AGARUM;Cape;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Promontoire d'Agarum (Cap de la Mer d'Asow);Hevelius (1647);Not named;Prom. Agarum;Not named;;;;0;20 th century;;;;;;66;66.0° East;14;14.0° North;North-East;Moon East limb;38;Neper;263;3b4;303C Q4E 099N 105N 112N;;;0;0;0;12;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;High mountainous cape situated on the East rim of Mare Crisium.;;;;1;Low interest or difficult formation;2;2 days after New Moon;1 day after Full Moon;30;10x binoculars;50 mm refractor
PROMONTORIUM AGASSIZ;Cape;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Promontoire d'Agassiz (Louis Agassiz);Schmidt  (1878);Not named;Prom. Leucopetra;Not named;Naturalist;Switzerland;Swiss;19;19 th century;Môtier;1807;Cambridge;1873;Fish and glaciation specialist. Opponent to the transformism.;2;2.0° East;42;42.0° North;North-East;North of Archimedes crater region;12;Aristillus;355;2f3;357N 003N 009N 161N 167N 174N 179N 183N;;IV-115-H2;0;0;0;9;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Mountainous cape situated to the extrem South of Alps and directed towards Mare Imbrium.;;;;3;Very interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor
PROMONTORIUM ARCHERUSIA;Cape;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Old Russia Cape (Black Sea Cape);Hevelius (1647);Not named;Prom. Archerusia;Not named;;;;0;19 th century;;;;;;20,9;20.9° East;16,2;16.2° North;North-East;South-East part of Mare Serenitatis;24;Bessel;285;1c4 / 3h5;343N 143C 148C 154C;;;41;41;24;5;1500;4500;0,0375;A_________________________________________________________A;Mountainous cape situated to the South edge of Mare Serenitatis. Starting point of Rimae Plinius.;;;;2;Pretty interesting formation;5;5 days after New Moon;4 days after Full Moon;50;50 mm refractor;100 mm refractor
PROMONTORIUM DEVILLE;Cape;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Cape Deville (Charles Sainte-Claire Deville);Schmidt  (1878);Not named;Not named;Not named;Geologist;France;french;19;19 th century;Saint-Thomas;1814;Paris;1876;Founder of the meteorological observatory of Montsouris. Member of the Academy of Sciences in 1857.;1;1.0° East;43;43.0° North;North-East;North of Archimedes crater region;12;Aristillus;355;2f4;357N 003N 009N 167N 174N 179N 183N;;IV-115-H2;0;0;0;9;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Mountainous cape situated in Alps in the South of Mons Blanc and directed towards Mare Imbrium.;;;;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;50;50 mm refractor;100 mm refractor
PROMONTORIUM FRESNEL;Cape;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Cape Fresnel (Augustin Fresnel);Schmidt  (1878);Not named;Not named;Not named;Physicist;France;french;19;19 th century;Chambrais;1788;Ville d'Avray;1827;Member of the Academy of Sciences in 1823.  Specialist of the refraction and the diffraction. Inventor of lenses and mirror wearing its name.;5;5.0° East;29;29.0° North;North-East;Montes Apenninus region;22;Conon;328;1f7 / 2e1;357N 167N 174N;;;0;0;0;18;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Mountainous cape situated to the North extremity of Apennins.  Breach between Montes Apenninus and Montes Caucasus.;;;;2;Pretty interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
PROMONTORIUM HERACLIDES;Cape;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Cape Heraclide;Riccioli (1651);Prom. S. Vincetii;Not named;Promontorium Heraclides;Astronomer;Greece;greek;-4;4  th century BC;Héraclée du Pont;390 av JC;?;310 av JC;Disciple of Platon admitting the rotation of the Earth.;-34;34.0° West;41;41.0° North;North-West;North-West part of Mare Imbrium;10;Sinus Iridum;387;6f4 / 8a5;040N 048N 055N 201N 205N 213N;;IV-139-H2;0;0;0;18;1700;5200;0;Unknown height. Impossible drawing.;Little high mountainous Cape to the end of Montes Jura. West beginning of Sinus Iridum.;;;;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor
PROMONTORIUM KELVIN;Cape;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Cape Kelvin (Sir William Thomson Lord Kelvin);Krieger / König (1912);Not named;Not named;Not named;Physicist;Great Britain;british;19;19 th century;Belfast;1824;Strathclyde;1907;President of the Royal Company in 1890. Specialist of thermodynamic and electricity. Inventor of the galvanometer. Studies on tides of the terrestrial bark and the contraction of the Sun. Inventor of a calculation rule.;-33;33.0° West;-27;27.0° South;South-West;Mare Humorum region;52;Gassendi;173;9g3 / 11b2;036S 040C/S 048C/S 201S 205C 213C/S;;;41;41;24;18;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Triangular mountainous cape.;Situated to the South-East edge of Mare Humorum.;Close to Rupes Kelvin.;;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor
PROMONTORIUM LAPLACE;Cape;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Cape Laplace (Pierre Simon marquis de Laplace);Mädler (1837);Promontorium Clavii;Prom. Apollinis;Not named;Astronomer mathematician and physicist;France;french;18;18 th century;Beaumont en Auge;1749;Paris;1827;Member of the Academy of Sciences in 1783. Nebular origin of the solar system in 1796. Works in celestial mechanic from 1798 to 1825. Theory of probabilities in 1812. Works on gases and the sounds.;-26;26.0° West;46;46.0° North;North-West;North-West part of Mare Imbrium;10;Sinus Iridum;384;6,00E+05;024N 029N 036N 040N 048N 191N 201N 205N;;IV-139-H2;0;0;0;12;2600;7900;0;Unknown height. Impossible drawing.;Pretty raised mountainous cape situated to the end of Montes Jura. East beginning of Sinus Iridum.;;;;2;Pretty interesting formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
PROMONTORIUM LAVINIUM;Cape;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Cape Lavinium;Birt / Lee (1865);Not named;Not named;Not named;;;;0;18 th century;;;;;;49;49.0° East;15,6;15.6° North;North-East;North-West edge of Mare Crisium;26;Cleomedes;263;3d4;119N/C 124N;;;0;0;0;4;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Formation of the West wall of Mare Crisium separated from Promontorium Olivium to the North by two craters.;;;;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;50;50 mm refractor;100 mm refractor
PROMONTORIUM OLIVIUM;Cape;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Cape Olivium;Birt / Lee (1865);Not named;Not named;Not named;;;;0;18 th century;;;;;;49;49.0° East;15,5;15.5° North;North-East;North-West edge of Mare Crisium;26;Cleomedes;263;3d4;119N/C 124N;;;0;0;0;4;?;?;Unknown height. Impossible calculation.;Unknown height. Impossible drawing.;Formation of the West wall of Mare Crisium separated from Promontorium Lavinium to the South by two craters.;;;;2;Pretty interesting formation;4;4 days after New Moon;3 days after Full Moon;50;50 mm refractor;100 mm refractor
PROMONTORIUM TAENARIUM;Cape;Pre-Imbrian (From -4.55 billions years to -3.85 billions years) ?;Cape Taenarium  ( Name of Cape Matapan in old Greece);Hevelius (1647);Not named;Prom. Taenarium;Not named;;;;0;18 th century;;;;;;-8;8.0° West;-19;19.0° South;South-West;Mare Humorum region;54;Birt;162;9b3 / 13h4;018S 179C;;;0;0;0;24;700;2100;0;Unknown height. Impossible drawing.;Little raised mountainous cape on the East bank of Mare Nubium.;Separates Mare Nubium in 2 similar South and North parts.;Ends to the North extremity of Rupes Recta near Thebit D.;;2;Pretty interesting formation;8;1 day after First Quarter;Last Quarter;30;10x binoculars;50 mm refractor
PROTAGORAS;Crater;Lower Imbrian (From -3.85 billions years to -3.8 billions years);Protagoras;Schmidt  (1878);Not named;Scopuli Hyperborei;Not named;Philosopher;Greece;greek;-5;5  th century BC;Abdçre;485 av JC;?;411 av JC;Creative orator excellent in the art of persuading. Author of a 'Treaty on the Being' and a 'Treaty on Gods'.;7,3;7.3° East;56;56.0° North;North-East;Moon North limb;4;Archytas;395;2e6 / 2f6;357N 003N 009N 143N 154N 161N 167N;;IV-115-H3 IV-104-H1 IV-122-H3 IV-116-H1 IV-110-H3;22;22;13;13;2100;6400;0,0955;A_____________________A;Circular formation.;Few steep slopes.;High walls in light terraces.;Tormented floor.;2;Pretty interesting formation;6;6 days after New Moon;5 days after Full Moon;30;10x binoculars;50 mm refractor
PTOLEMAEUS;Walled plain;Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Claude Ptolemee;Riccioli (1651);Innocentii X;Mons Sipylus;Ptolemaeus;Astronomer mathematician and geographer;Greece;greek;2;2 nd century;Ptolémaïs de Thébaïd;90;Canope;170;Numerous works on cartographic projections and the theory of the sounds. Author of the 'Almagest' encyclopedic work in 13 books in which is developed the geocentric theory.;-1,8;1.8° West;-9,2;9.2° South;South-West;Ptolemaeus crater region;44;Ptolemaeus;206;13g6;003C 009C 174C 179C 183C;ST06/02  MM136;IV-108-H2 IV-101-H3 IV-108-H3;158;158;93;93;0;0;0,0157;Too flat. Impossible drawing.;Circular formation forming a remarkable trio with Alphonsus and Arzachel.;Few steep slopes riddled by many craterlets and supporting a chain of craterlets to the North-East.;High walls.;Very large flat floor containing Ammonius and several ghost craters. Craterlets depressions and hills.;4;Exceptional formation;7;First Quarter;6 days after Full Moon;5;Naked eye;10x binoculars
PUISEUX;Crater;Imbrian (From -3.85 billions years to -3.2 billions years) ?;Pierre Puiseux;Krieger / König (1912);Not named;Not named;Not named;Astronomer;France;french;19;19 th century;Paris;1855;Frontenay;1928;Selenographer. Studies on the movement of the Moon and asteroids. Determination of the constant of the aberration. Co-author of a photographic atlas of the Moon with Loewy in 1894 realizing 6000 position statements.;-39;39.0° West;-27,8;27.8° South;South-West;Mare Humorum region;52;Gassendi;138;9h3 / 11c2;040C/S 048C/S 213C/S;;IV-142-H3 IV-143-H1 IV-137-H1;26;26;15;15;400;1200;0,016;Too flat. Impossible drawing.;Almost ghost circular formation situated on the North-East slope of Doppelmayer.;Few steep slopes.;Very little high walls gobbled to the North.;Flat floor filled with the lava of Mare Humorum. Central mountain vestige.;3;Very interesting formation;10;3 days after First Quarter;2 days after Last Quarter;30;10x binoculars;50 mm refractor
PUPIN;Craterlet;Eratosthenian (From -3.2 billions years to -1.1 billions years) ?;Michael Idvorsky Pupin (ex Timocharis K);(??);Not named;Not named;Not named;Physicist;U. S. A.;american;19;19 th century;Idvor;1858;New York;1935;Electrical phenomenon studies in rarefied gases. Works on the telephone communication quality.;-11;11.0° West;23,8;23.8° North;North-West;South-East part of Mare Imbrium;21;Timocharis;336;;;;;2;2;1;1;400;1200;0,2;A_________A;Isolated circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Low interest or difficult formation;8;1 day after First Quarter;Last Quarter;150;150 mm reflector;300 mm reflector
PURBACH;Walled plain;Typical Pre-Nectarian (From -4.55 billions years to -3.92 billions years);Georg von Peuerbach;Riccioli (1651);Not named;Mons Libanus;Purbach;Astronomer;Austria;austrian;15;15 th century;?;1423;?;1461;??;-1,9;1.9° West;-25,5;25.5° South;South-West;Arzachel crater region;55;Arzachel;157;9a2 / 13g2 / 14g8;003S 009S 018S 174S 179S 183S;;IV-107-H3 IV-100-M IV-108-H1;121;121;71;71;2400;7300;0,02033;A___________________________________________________________________________________________________________A;Damaged circular formation.;Pretty steep slopes especially to the West and supporting La Caille to the North-East Thebit to the North-West multiple craterlets to the West whose a chain to the South-West and crushing Regiomontanus to the South.;Pretty high walls dismantled to the West crushed by Purbach G to the North and supporting the craterlets Purbach S & U to the South;Flat floor supporting Purbach A and the ghost crater Purbach W to the center. Numerous craterlets and hills.;3;Very interesting formation;7;First Quarter;6 days after Full Moon;30;10x binoculars;50 mm refractor
PYTHAGORAS;Crater;Eratosthenian (From -3.2 billions years to -1.1 billions years);Pythagore;Langrenus (1645);Pythagorae;Not named;Not named;Philosopher and mathematician;Greece;greek;-6;6  th century BC;Samos;570 av JC;Métaponte;480 av JC;Has recommended a spherical Earth. Basis for many  mathematic statements whose a famous theorem.;-62,8;62.8° West;63,5;63.5° North;North-West;Moon North-North-West limb;2;Pythagoras;405;6f7 / 8a8;067N 075N 080N Q2N 213N 225N 233N 237N 247 N;;IV-190-H2 IV-176-H1 IV-176-H2;133;133;78;78;4800;14500;0,0375;A_________________________________________________________A;Circular formation.;Steep slopes crushed by Babbage to the South-East.;Very high walls with terraces.;Extensive flat floor filled with lava. Double central mountain.  Hills depressions and craterlets.;4;Exceptional formation;12;5 days after First Quarter;4 days after Last Quarter;5;Naked eye;10x binoculars
PYTHEAS;Crater;Copernician (From -1.1 billions years to present days);Pythéas le Massaliote;Riccioli (1651);Bazan;Insula Hiera;Pytheas;Navigator and geographer;Greece;greek;-4;4  th century BC;Massalia;vers 350 a;?;?;Expedition in Scandinavia. Discoverer of Feroe islands and of the Jylland. Discoverer of the influence of the Moon on tides. Determination of the latitude of Marseille. Test of determination of the celestial pole.;-20,6;20.6° West;20,5;20.5° North;North-West;South part of Mare Imbrium;20;Pytheas;301;5,00E+06;024N/C 029C 191N 201N;;IV-126-H3 IV-176-H1;20;20;12;12;2530;7700;0,1265;A_______________A;Bright and isolated circular formation situated to the North extremity of a wrinkle ridge connecting it to Draper.;Pretty steep slopes supporting Pytheas D to the North and Pytheas A to the West.;High walls with terraces supporting a vestige of crater to the North.;Tormented and little widened floor. Central mountain. Crevice and craterlets.;3;Very interesting formation;9;2 days after First Quarter;1 day after Last Quarter;30;10x binoculars;50 mm refractor
