NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGTHMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU;
SCHMIDT;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Johann F. J. Schmidt;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;19;19° secolo;?;1825;?;1884;Selenografo. Ha lavorato con von Hoffman.;18.8;18.8° Est;1;1.0° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;276;;343C 148C 154C 161C;;IV-090-H1 IV-085-H1;12;12;7;7;2300;7000;0.2018;A_________A;Formazione circolare a forma di conca.;Versanti abbastanza scoscesi.;Pareti abbastanza alte.;Fondo arrotondato.;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
SCHOMBERGER;Cratere;Periodo di formazione sconosciuto;Georg Schomberger;Riccioli (1651);Nome non assegnato;Nome non assegnato;Schomberger;Matematico e astronomo;Austria;austriaco;17;17° secolo;?;1597;?;1645;??;24;24.0° Est;-76.7;76.7° Sud;Sud-Est;Bordo Meridionale della Luna;74;Manzinus;65;13 e5;343S 351S Q3S Q4S 099S 105S 112S 119S 124S 135S 143S 148S;;IV-094-H2 IV-106-H2 IV-082-H2;88;88;52;52;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti poco scoscesi su cui si trovano un cratere a Nord, Schomberger C ad Ovest, Schomberger A a Sud-Ovest, e Schomberger D a Nord-Est.;Pareti abbastanza alte.;Fondo piatto.;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SCHORR;Cratere;Periodo di formazione sconosciuto;Richard Schorr;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;20;20° secolo;?;1867;?;1951;??;89;89.0° Est;-19.5;19.5° Sud;Sud-Est;Bordo Est-Sud-Est della Luna;60;Vendelinus;0;1c1 / 3h2 / 13b8;Q4SE;;;54;54;32;32;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni e che si schiaccia su due altri crateri.;Versanti scoscesi.;Alte pareti.;Fondo tormentato.;1;Formazione di scarso interesse;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SCHROTER;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Johan H. Schröter;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;18;18° secolo;?;1745;?;1816;Selenografo. Specialista di solchi e di dorsali lunari.;-7;7.0° Ovest;2.6;2.6° Nord;Nord-Ovest;Regione Meridionale del cratere Erathostenes;32;Stadius;242;6f6 / 8a7;009C 018C 179C 183C;;IV-109-H1;36;36;21;21;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione isolata e distrutta.;Versanti molto scoscesi a Nord e su cui si trovano Schröter K a Nord-Ovest e Schröter L a Sud.;Pareti abbastanza alte interrotte a Sud e più elevate a Nord, su cui si trova un piccolo cratere a Sud-Ovest.;Fondo piatto riempito di lava comunicante con il Mare Insularum.  Collinette e piccoli crateri tra cui Schröter E al centro.;3;Formazione molto interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
SCHUBERT;Cratere;Periodo di formazione sconosciuto;Theodor F. von Schubert;Mädler (1837);Nome non assegnato;Nome non assegnato;Nome non assegnato;Cartografo;Russia;russo;19;19° secolo;?;1799;?;1865;??;81;81.0° Est;2.8;2.8° Nord;Nord-Est;Bordo Orientale della Luna;38;Neper;0;1a6 / 3f7 / 4f2;291N/S Q1E Q4E 099N;;;56;56;33;33;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata sul versante Sud-Ovest di Banachiewicz. Costituisce una interessante coppia con Back.;Versanti abbastanza scoscesi su cui si trova Back a Sud.;Pareti abbastanza alte e terrazzate.;Esteso fondo piatto. Montagna centrale.;2;Formazione abbastanza interessante;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SCHUMACHER;Cratere;Periodo di formazione sconosciuto;Heinrich Christian Schumacher;Mädler (1837);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Danimarca;danese;19;19° secolo;Bramstedt;1780;Altona;1850;Fondatore dell'Osservatorio di Altona e di una rivista astronomica nel 1822.;60.7;60.7° Est;42.4;42.4° Nord;Nord-Est;Bordo Nord-Orientale della Luna;16;Gauss;346;14a4 / 16g3;303N 309N 105N 112N;;IV-177-H3;63;63;37;37;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione distrutta.;Versanti poco scoscesi su cui si trova Carrington a Nord-Est, sul quale si sovrappone un cratere ad Ovest e che è danneggiato dall'intrusione di Messala a Sud.;Pareti poco elevate.;Fondo piatto riempito di lava.;2;Formazione abbastanza interessante;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SCHWABE;Cratere;Periodo di formazione sconosciuto;Heinrich Schwabe;Schmidt (1878);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;19;19° secolo;?;1789;?;1875;??;45.6;45.6° Est;65.1;65.1° Nord;Nord-Est;Bordo Nord-Nord-Est della Luna;6;Strabo;392;1c3 / 3h4;323N 328N 105N 119N 124N 131N;;;26;26;15;15;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione di forma irregolare.;Versanti scoscesi ad Est.;Pareti abbastanza alte, parzialmente distrutte ad Ovest.;Fondo piatto.;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SCORESBY;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni);William Scoresby;Mädler (1837);Hypparchi;Montes Hyperborei;Nome non assegnato;Navigatore;Inghilterra;inglese;19;19° secolo;Cropton;1789;Torquay;1857;Esploratore della costa orientale della Groenlandia.;14.1;14.1° Est;77.7;77.7° Nord;Nord-Est;Bordo Settentrionale della Luna;4;Archytas;396;15f4;334N 351N 357N 003N 009N Q1N I00N 106N 119N 135N 143N 148N 154N 161N;;IV-104-H3 IV-140-H3 IV-128-H3 IV-092-H2 IV-116-H3 IV-092-H3;58;58;34;34;2400;7300;0.0429;A__________________________________________________A;Formazione circolare.;Versanti abbastanza scoscesi.;Pareti abbastanza alte.;Fondo piatto riempito di lava. Doppia montagna centrale. Collinette e piccoli crateri.;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SCOTT;Cratere;Periodo di formazione sconosciuto;Robert Falcon Scott;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Esploratore;Inghilterra;inglese;19;19° secolo;Davenport;1868;Antarctica;1912;Autore di due spedizioni in Antartide.  Morì poco prima di aver raggiunto il Polo Sud terrestre, ma dopo Amundsen nel Gennaio 1912.;45;45.0° Est;-81.9;81.9° Sud;Sud-Est;Bordo Meridionale della Luna;74;Manzinus;42;10f3 / 12c3;323S 343S Q3S Q4S 099S 105S 112S 119S 124S 131S;;IV-070-H1 IV-106-H1;111;111;65;65;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata vicino al Polo Sud, sul limite della zona delle librazioni.;Versanti poco scoscesi su cui si trovano un doppio cratere a Nord e uno a Nord-Est.;Pareti abbastanza alte su cui si trova un piccolo cratere a Sud.;Fondo piatto.;3;Formazione molto interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
SECCHI;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Angelo Secchi;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Italia;italiano;19;19° secolo;Reggio Emilia;1818;Roma;1878;Pioniere della spettroscopia stellare.  Autore della prima classificazione delle stelle in base al loro spettro nel 1868. Studio delle protuberanze solari.;43.5;43.5° Est;2.4;2.4° Nord;Nord-Est;Bordo Settentrionale del Mare Fecunditatis;37;Taruntius;268;13b1 / 14a8 / 15h2 / 16g7;315C 323N/C 328C 131C 135C;;IV-066-H1;26;26;15;15;1900;5800;0.0776;A__________________________A;Formazione distrutta di forma allungata nella direzione Nord Sud.;Versanti scoscesi su cui si trovano i Montes Secchi a Nord-Ovest.;Pareti interrotte a Sud.;Fondo piatto con colline.;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SEELIGER;Piccolo cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Hugo von Seeliger;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Germania;tedesco;19;19° secolo;?;1849;?;1924;??;3;3.0° Est;-2.2;2.2° Sud;Sud-Est;Regione del cratere Ptolemaeus;44;Ptolemaeus;240;13b2 / 14a8 / 15h2 / 16g8;003C 167C 174C;;IV-102-H1;9;9;5;5;1800;5500;0.2118;A________A;Formazione circolare isolata a forma di conca.;Versanti poco scoscesi.;Pareti abbastanza alte.;Fondo arrotondato.;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
SEGNER;Cratere;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni) ?;Johann Andreas von Segner;Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Naturalista e matematico;Germania;tedesco;18;18° secolo;Presbourg;1704;Halle;1777;Autore di una teoria della capillarità.  Specialista di eclissi.;-48.3;48.3° Ovest;-58.9;58.9° Sud;Sud-Ovest;Bordo Sud-Sud-Ovest della Luna;71;Schiller;70;;048S 055S 061S 067S 213S 225S;MM176;IV-154-H3 IV-167-H1 IV-160-H1;70;70;41;41;1300;3900;0.0194;Troppo piatto. Visualizzazione impossibile.;Formazione circolare situata sul versante Nord-Est di Zucchius.;Versanti poco scoscesi su cui si trovano Zucchius a Sud-Ovest e un cratere a Nord-Est. Una linea di creste, orientata in direzione Nord Sud, lo connette con Schiller C.;Pareti danneggiate e poco elevate a Sud-Ovest.;Fondo ondulato su cui si trovano una catena di piccoli crateri a Nord-Est e colline.;3;Formazione molto interessante;11;4 giorni dopo il Primo Quarto;3 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
SELEUCUS;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Seleuco;Riccioli (1651);Sfondrati;Mons Pentadactylus;Seleucus;Astronomo;Babilonia;babilonese;-2;2° secolo a.C.;?;150 a.C.;?;?;Sostenitore dell'eliocentrismo.;-66.6;66.6° Ovest;21;21.0° Nord;Nord-Ovest;Bordo Ovest-Nord-Ovest della Luna;17;Struve;303;;067N 075N/C 080N/C Q2NW 233N 237C 247N/C;;IV-169-H3;44;44;26;26;2290;6900;0.0533;A_______________________________________A;Formazione circolare.;Versanti scoscesi.;Pareti terrazzate.;Fondo piatto riempito di lava. Montagna centrale.  Piccoli crateri.;3;Formazione molto interessante;13;6 giorni dopo il Primo Quarto;5 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
SENECA;Cratere;Periodo di formazione sconosciuto;Lucio A. Seneca;Riccioli (1651);Nome non assegnato;Mons Alaunus;Seneca;Scrittore e filosofo;Roma;romano;1;1° secolo d.C.;?;4 a.C.;?;65;Precettore di Nerone. Autore dell'idea dell'origine celeste delle comete.;80.2;80.2° Est;26.6;26.6° Nord;Nord-Est;Bordo Est-Nord-Est della Luna;27;Plutarch;0;11d3;291N Q1E/NE Q4E 099N;;IV-165-H3;54;54;32;32;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione irregolare fortemente danneggiata che costituisce una interessante coppia con Plutarch.;Versanti poco scoscesi su cui si trovano molti crateri tra cui Plutarco a Sud.;Pareti poco elevate su cui si trovano vari crateri.;Fondo piatto su cui si trovano vari crateri.;2;Formazione abbastanza interessante;2;2 giorni dopo la Luna Nuova;1 giorno dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SHALER;Cratere;Periodo di formazione sconosciuto;Nathaniel S. Shaler;Arthur / Whitaker (1963);Nome non assegnato;Nome non assegnato;Nome non assegnato;Geologo e paleontologo;USA;americano;19;19° secolo;?;1841;?;1906;Primi tentativi di geologia lunare, basandosi sulle immagini.;-85.2;85.2° Ovest;-32.9;32.9° Sud;Sud-Ovest;Bordo Sud-Occidentale della Luna;61;Piazzi;0;;Q3W;;IV-186-H3;49;49;29;29;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare situata nella zona delle librazioni.;Versanti abbastanza scoscesi su cui si trova un cratere ad Ovest.;Pareti abbastanza alte.;Fondo piatto.;1;Formazione di scarso interesse;14;durante la Luna Piena;6 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
SHAPLEY;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Harlow Shapley (ex Picard H);(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;USA;americano;20;20° secolo;Nashville;1885;Boulder;1972;Scopritore della natura pulsante delle Cefeidi e della distribuzione degli ammassi globulari nell'alone della Via Lattea. Scopritore di due galassie nane del Gruppo Locale.;56.9;56.9° Est;9.4;9.4° Nord;Nord-Est;Bordo Orientale della Luna;38;Neper;263;9b3 / 13h3;309C 112N 119C;;;24;24;14;14;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione irregolare isolata e danneggiata, situata sul lato Sud del Mare Crisium.;Versanti scoscesi.;Pareti abbastanza alte, danneggiate a Nord.;Fondo piatto riempito di lava.;2;Formazione abbastanza interessante;3;3 giorni dopo la Luna Nuova;2 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SHARP;Cratere;Imbriano Superiore (da -3.8 miliardi di anni a -3.2 miliardi di anni);Abraham Sharp;(??);Rechbergeri;Mons Atlas Minor;Nome non assegnato;Astronomo;Inghilterra;inglese;17;17° secolo;?;1652;?;1742;Collaboratore di Flamsteed.;-40.2;40.2° Ovest;45.7;45.7° Nord;Nord-Ovest;Parte Nord-Occidentale del Mare Imbrium;10;Sinus Iridum;386;;048N 055N 061N 067N 205N 213N;;IV-151-H2 IV-158-H2;41;41;24;24;3200;9700;0.08;A__________________________A;Formazione circolare.;Versanti scoscesi.;Alte pareti.;Fondo tormentato. Montagna centrale.;3;Formazione molto interessante;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
SHEEPSHANKS;Cratere;Imbriano (da -3.85 miliardi di anni a -3.2 miliardi di anni) ?;Anne Sheepshanks;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Mecenate;Inghilterra;inglese;19;19° secolo;?;1789;?;1876;Sorella dell'astronomo con lo stesso nome.;16.9;16.9° Est;59.2;59.2° Nord;Nord-Est;Bordo Settentrionale della Luna;5;Aristoteles;395;7f8 / 8g2;343N 351N 357N 143N 148N 154N 161N;;IV-103-H3 IV-104-H1 IV-110-H3 IV-092-H1;26;26;15;15;1990;6000;0.0796;A__________________________A;Formazione di forma irregolare.;Versanti poco scoscesi.;Pareti abbastanza alte.;Fondo piatto riempito di lava.;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SHORT;Cratere;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni) ?;James Short;Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Ottico;Gran Bretagna;britannico;18;18° secolo;Edimburgo;1710;Londra;1768;Costruttore di telescopi. Ha scoperto la granulazione del disco solare nel 1748.;-7.3;7.3° Ovest;-74.6;74.6° Sud;Sud-Ovest;Bordo Meridionale della Luna;73;Moretus;45;;009S 018S 024S Q4S 161S 167S 174S 179S 191S;;IV-130-H2 IV-118-H2;51;51;30;30;5700;17300;0.114;A_________________A;;;;;3;Formazione molto interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;30;Binocolo 10x;Rifrattore da 50 mm;
SHUCKBURGH;Cratere;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Sir George Schuckburgh;Birt / Lee (1865);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo;Gran Bretagna;britannico;18;18° secolo;?;1751;?;1804;??;52.8;52.8° Est;42.6;42.6° Nord;Nord-Est;Regione Sud-Orientale del cratere Atlas;15;Atlas;346;10d3 / 14g3;309N 315N 105N 106N 112N 119N 124N;;IV-067-H2 IV-062-H2;41;41;24;24;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti poco scoscesi su cui si trovano Shuckburgh C a Nord e Schuckburgh A ad Est.;Pareti poco elevate.;Fondo piatto riempito di lava. Fessurazioni.;2;Formazione abbastanza interessante;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SILBERSCHLAG;Cratere;Eratosteniano ?;Johann E. Silberschlag;Schröter (1802);Nome non assegnato;Nome non assegnato;Nome non assegnato;Astronomo e teologo;Germania;tedesco;18;18° secolo;?;1721;?;1791;??;12.5;12.5° Est;6.2;6.2° Nord;Nord-Est;Regione ad Est del Mare Tranquillitatis;34;Hyginus;282;;351C 154C 161C 167C;;IV-097-H1 IV-090-H1;14;14;8;8;2530;7700;0.1888;A__________A;Formazione circolare isolata a forma di conca, situata sul versante Sud di Rima Ariadaeus.;Versanti abbastanza scoscesi.;Alte pareti.;Fondo arrotondato.;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
SIMPELIUS;Cratere;Pre-Nectariano (da -4.55 miliardi di anni a -3.92 miliardi di anni);Hugh Sempill (o Sempilio);Riccioli (1651);Nome non assegnato;Nome non assegnato;Simpelius;Matematico;Scozia;scozzese;17;17° secolo;?;1596;?;1654;??;15;15.0° Est;-73;73.0° Sud;Sud-Est;Bordo Meridionale della Luna;73;Moretus;45;1c1 / 3h2 / 13b8;343S 351S 357S 018S Q4S 105S 112S 119S 143S 148S 154S 161S 167S;;IV-094-H2 IV-106-H2;71;71;42;42;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione circolare.;Versanti abbastanza scoscesi su cui si trovano Simpelius D a Nord-Ovest, Simpelius E a Nord, e altri crateri.;Alte pareti leggermente terrazzate.;Fondo piatto tormentato a Sud-Est con un piccolo cratere a Nord.;3;Formazione molto interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SINAS;Cratere;Eratosteniano (da -3.2 miliardi di anni a -1.1 miliardi di anni) ?;Simon Sinas;Schmidt (1878);Nome non assegnato;Nome non assegnato;Nome non assegnato;Benefattore;Grecia;greco;19;19° secolo;?;1810;?;1876;??;31.6;31.6° Est;8.8;8.8° Nord;Nord-Est;Parte centrale del Mare Tranquillitatis;36;Cauchy;270;13c2 / 13c3;328C 334C 135C 143C 148C;;IV-078-H2;14;14;8;8;2300;7000;0.1855;A__________A;Formazione circolare a forma di conca situata su una piccola dorsale. Costituisce una interessante coppia con Sinas E.;Versanti abbastanza scoscesi.;Pareti abbastanza alte.;Fondo arrotondato.;2;Formazione abbastanza interessante;6;6 giorni dopo la Luna Nuova;5 giorni dopo la Luna Piena;50;Rifrattore da 50 mm;Rifrattore da 100 mm;
SINUS AESTUUM;Golfo;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Golfo Torrido;Riccioli (1651);Fretum Catholicum;Sinus Hipponiates;Sinus Aestuum;;;;0;;;;;;;-8;8.0° Ovest;12;12.0° Nord;Nord-Ovest;Regione Meridionale del cratere Erathostenes;32;Stadius;146;;003C 009C 018C 179C 183C;ST05/03  MM60;IV-134-M IV-122-M IV-126-M IV-143-M IV-138-M IV-113-M IV-114-M IV-108-M IV-132-M IV-101-M IV-121-M IV-107-M IV-125-M IV-120-M;236;236;139;139;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione molto piatta a Sud-Est del cratere Erathostenes, su cui si trova una dorsale orientata nella direzione Sud-Ovest Nord-Est. 40 000 km2.;;;;2;Formazione abbastanza interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;5;Occhio nudo;Binocolo 10x;
SINUS AMORIS;Golfo;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Golfo dell'Amore;Riccioli (1651);Sinus Opticus;Palus Byces;Sinus Amoris;;;;0;;;;;;;38;38.0° Est;19;19.0° Nord;Nord-Est;Regione a Nord del Mare Tranquillitatis;25;Römer;308;;;;;257;257;151;91;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Estesa regione molto piatta, ad Ovest del Mare Crisium. Montagna centrale ad Ovest del cratere Carmichael.;Contiene il Mons Maraldi ad Ovest.;;;3;Formazione molto interessante;8;1 giorno dopo il Primo Quarto;all'Ultimo Quarto;5;Occhio nudo;Binocolo 10x;
SINUS ASPERITATIS;Golfo;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Golfo delle Asperità;(??);Sinus Batavicus;Sinus Atheniensis;Nome non assegnato;;;;0;;;;;;;25;25.0° Est;-6;6.0° Sud;Sud-Est;Regione Nord-Occidentale del cratere Theophilus;46;Theophilus;201;15 e3;334C 343C 135C/S 143C 148C 154C;MM113;;185;185;109;230;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione molto tormentata situata a Nord di Theophilus. Comprende molte linee di creste e catene parallele di piccoli crateri dovuti all'impatto di Theophilus.;Sulla sua riva orientale si trova un vasto cratere fantasma, che circonda Toricelli.;;;2;Formazione abbastanza interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
SINUS CONCORDIAE;Golfo;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Golfo della Concordia;(??);Nome non assegnato;Sinus Caucasius;Nome non assegnato;;;;0;;;;;;;43;43.0° Est;11;11.0° Nord;Nord-Est;Bordo Settentrionale del Mare Fecunditatis;37;Taruntius;269;1f7 / 2f1;131N/C 135C;;;165;165;97;61;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione piatta situata ad Est del Mare Tranquillitatis.;;;;1;Formazione di scarso interesse;4;4 giorni dopo la Luna Nuova;3 giorni dopo la Luna Piena;5;Occhio nudo;Binocolo 10x;
SINUS FIDEI;Golfo;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Golfo della Fede;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;2;2.0° Est;18;18.0° Nord;Nord-Est;Regione dei Monti Appennini;22;Conon;320;1c6 / 4h2;357C 003C 167N 174C;;;71;71;42;30;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Golfo situato sul bordo settentrionale del Mare Vaporum.;Regione abbastanza piatta con alcune colline. Contiene Rima Conon.;;;3;Formazione molto interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SINUS HONORIS;Golfo;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Golfo dell'Onore;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;0;;;;;;;18;18.0° Est;12;12.0° Nord;Nord-Est;Parte Orientale del Mare Tranquillitatis;35;Arago;279;10d6 / 14h6;154C 161C;;;104;104;61;42;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione piatta situata a Nord-Est del Mare Tranquillitatis. Vi si trovano linee di creste parallele, orientate da Sud-Est a Nord-Ovest.;Contornato da Rimae Sosigenes e da Rimae Maclear.;;;3;Formazione molto interessante;5;5 giorni dopo la Luna Nuova;4 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
SINUS IRIDUM;Golfo;Imbriano Superiore (da -3.8 miliardi di anni a -3.2 miliardi di anni);Golfo delle Iridi;Riccioli (1651);Sinus Geometricus;Sinus Apollinis;Sinus Iridum;;;;0;;;;;;;-32;32.0° Ovest;45;45.0° Nord;Nord-Ovest;Parte Nord-Occidentale del Mare Imbrium;10;Sinus Iridum;386;13d7;029N 036N 040N 048N 191N 201N 205N 213N;ST12/99  MM36 L100/014;IV-134-M IV-139-M IV-145-H2 IV-145-M IV-151-M IV-158-M IV-163-M IV-175-M IV-128-M IV-140-M IV-152-M IV-126-M IV-133-M IV-138-M IV-144-M IV-150-M IV-157-M;411;411;242;157;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Formazione crateriforme molto estesa di 237 000 km2.;Versanti scoscesi costituiti dai pendii settentrionali dei Montes Jura.;Pareti costituite dai Montes Jura, inglobate a Sud nella lava del Mare Imbrium.;Fondo piatto riempito di lava e situato 600 m più in basso del Mare Imbrium.;4;Formazione eccezionale;10;3 giorni dopo il Primo Quarto;2 giorni dopo l'Ultimo Quarto;5;Occhio nudo;Binocolo 10x;
SINUS LUNICUS;Golfo;Pre-Imbriano (da -4.55 miliardi di anni a -3.85 miliardi di anni) ?;Golfo della Luna;(??);Nome non assegnato;Nome non assegnato;Nome non assegnato;;;;20;20° secolo;;;;;;-1;1.0° Ovest;32;32.0° Nord;Nord-Ovest;Regione a Nord del cratere Archimedes;12;Aristillus;333;10c5 / 14g5;003N 009N 167N 174N 179N 183N;;;82;82;48;48;?;?;Altezza ignota. Calcolo impossibile.;Altezza ignota. Visualizzazione impossibile.;Regione piatta tra Aristillus e Archimedes dove si è schiantata la sonda Luna 2 nel Settembre 1959. Vi si trovano i piccoli crateri Archimedes D e C.;;;;2;Formazione abbastanza interessante;7;al Primo Quarto;6 giorni dopo la Luna Piena;30;Binocolo 10x;Rifrattore da 50 mm;
