NAME;TYPE;PERIOD;NAMEDETAIL;NAMEORIGIN;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURYN;CENTURYC;BIRTHPLACE;BIRTHDATE;DEATHPLACE;DEATHDATE;FACTS;LONGIN;LONGIC;LATIN;LATIC;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTHKM;WIDEKM;LENGHTMI;WIDEMI;HEIGHTM;HEIGHTFE;RAPPORT;PROFIL;GENERAL;SLOPES;WALLS;FLOOR;INTERESTN;INTERESTC;LUNATION;MOONDAYS;MOONDAYM;DIAMINST;THINSTRU;PRINSTRU
SACROBOSCO;Кратер;Обычный Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет);John de Hollywood (or Johannes Sacrobusco);Riccioli (1651);Не названо;Не названо;Sacrobosco;математик и монах;Англии;Английский;13;13-го века;Halifax;1200;Paris;1256;Monk professor of mathematics in the University of Paris in 1220. Author o ';16,7;16.7° Восток;-23,7;23.7° Юг;Юго-Восточный;Восточный район кратера Catharina;56;Azophi;150;;343C 148S 154S 161S;;IV-089-H1 IV-096-H1;100;100;59;59;3500;10600;0,0357;A____________________________________________________________A;Wrecked and isolated circular formation.;Pretty steep slopes supporting many craters whose Sacrobosco G & F to the North Sacrobosco L to the South-West and the double crater Sacrobosco H to the East.;Damaged and high walls ridden by Sacrobosco R to the North and presenting debris to the North-East.;Immense and tormented Floor supporting 3 important craters : Sacrobosco A B to the center and Sacrobosco C to the North. Hills craterlets and depressions.;3;Очень интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
SAMPSON;Малый кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Ralph A. Sampson;(??);Не названо;Не названо;Не названо;астроном;Великобритании;Британский;20;20-го века;?;1866;?;1939;??;-16,5;16.5° Запад;29,7;29.7° Север;Северо-Западный;Юго-Восточная часть Mare Imbrium;21;Timocharis;336;;;;;2;2;1;1;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Isolated circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Малоинтересное или сложное образование;8;1 день после Первой Четверти;Последняя Четверть;150;150 мм рефлектор;300 мм рефлектор
SANTBECH;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Daniel Santbech Noviomagus;Riccioli (1651);Не названо;Не названо;Santbech;математик и астроном;Нидерландов;Нидерландский;16;16-го века;?;?;?;?;??;44;44.0° Восток;-20,9;20.9° Юг;Юго-Восточный;Южная граница Mare Fecunditatis;59;Petavius;114;;315C/S 323C/S 328S 124C/S 131C/S 135S;;IV-065-H2 IV-065-H1;66;66;39;39;4500;13600;0,0703;A_____________________________A;Isolated circular formation situated on the South-West bank of Mare Fecunditatis.;Steep slopes supporting Santbech E to the South Santbech J to the North and Santbech H to the North-West.;Very high walls damaged by many craters whose Santbech D to the East.;Flat floor filled with lava. Small off-centered mountain.  Hills and craterlets.;3;Очень интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
SANTOS-DUMONT;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Alberto Santos-Dumont (ex Hadley B);(??);Не названо;Не названо;Не названо;пилот;Бразилии;Бразильский;20;20-го века;Palmyra;1873;Sao Paulo;1932;Constructor of dirigibles having achieved the Deutsch de la Meurthe Price in 1901. Constructor of airplanes. First flight confirmed in Europe 23 October 1906 with the Deutsch-Archdeachon Price.;4,8;4.8° Восток;27,7;27.7° Север;Северо-Восточный;Район Montes Apenninus;22;Conon;323;;003N 167N;;;9;9;5;5;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation with bowl shape situated on the mountain of Promontorium Fresnel.;Very steep slopes.;Pretty high walls.;Rounded floor.;2;Довольно интересное образование;7;Первая Четверть;6 дней после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
SARABHAI;Малый кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Vikram Ambalal Sarabhai (ex Bessel A);(??);Не названо;Не названо;Не названо;астрофизик;Индии;Индийский;20;20-го века;?;1919;?;1971;??;21;21.0° Восток;24,7;24.7° Север;Северо-Восточный;Юго-Восточная часть Mare Serenitatis;24;Bessel;317;;343C 154C;;;9;9;5;5;1660;5000;0,2184;A________A;Isolated circular formation with bowl shape and situated on Dorsum Azara.;Pretty steep slopes.;Few high walls.;Rounded floor.;1;Малоинтересное или сложное образование;5;5 дней после Новолуния;4 дня после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
SASSERIDES;Кратер;Нектарийский (с -3.92 миллиардов лет до -3.85 миллиардов лет) ?;Gellio Sasserides;(??);Не названо;Не названо;Не названо;астроном и философ;Дании;Датский;16;16-го века;?;1562;?;1612;Collaborator of Tycho Brahe;-9,3;9.3° Запад;-39,1;39.1° Юг;Юго-Западный;Район кратера Tycho;64;Tycho;96;;009S 018S 179S 183S 191S;;IV-119-H2 IV-112-H2;94;94;55;55;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Very damaged formation difficult to distinguish.;Very Few steep slopes supporting many craterlets whose trio Ball C G and Sasserides P to the North-West Sasserides H to the West Sasserides M to the East and Sasserides A to the South-East.;Very sweet walls disapeared to the East and supporting Sasseriddens F to the South.;Tormented floor with 2 couples of craters whose Sasserides S.  Numerous oriented North South cracks.;3;Очень интересное образование;8;1 день после Первой Четверти;Последняя Четверть;30;10x бинокль;50 мм рефрактор
SAUNDER;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет) ?;Samuel A. Saunder;Mьller (1935);Не названо;Не названо;Не названо;астроном;Англии;Английский;19;19-го века;?;1852;?;1919;Selenographer. Catalogue of positions of 3000 lunar formations.;8,8;8.8° Восток;-4,2;4.2° Юг;Юго-Восточный;Восточный район кратера Ptolemaeus;45;Andel;236;;351C 357C 161C 167C;;IV-096-H3;46;46;27;27;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Wrecked circular formation situated on the North-East slope of Hipparchus.;Pretty steep slopes supporting Saunder B to the North-East.;Few high walls with gaps to the North-East.;Flat and extensive floor communicating with an external lava extent to the North-East and supporting several craterlets whose a large to the North and a ghost crater to the South-East.;3;Очень интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
SAUSSURE;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Horace Bйnйdict de Saussure;Mдdler (1837);Не названо;Не названо;Не названо;физик и натуралист;Швейцарии;Швейцарский;18;18-го века;Conches;1740;Conches;1799;Organizer of the first ascension of the White Mount with Jacques Balmat. Notions on geological layers. Inventor of the hygrometer. Has posed the first principles of the meteorology.;-3,8;3.8° Запад;-43,4;43.4° Юг;Юго-Западный;Восточный район кратера Tycho;65;Walter;94;;003S 009S 018S 174S 179S 183S;;IV-119-H2 IV-112-H2;56;56;33;33;1900;5800;0,0352;A_____________________________________________________________A;Circular formation situated on the South slope of Orontius.;Steep slopes especially to the North and to the South and supporting a crater to the North-East.;Pretty high walls damaged to the South.;Flat floor with craterlets whose a central.;3;Очень интересное образование;7;Первая Четверть;6 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
SCHEELE;Малый кратер;Коперниковский (с -1.1 миллиардов лет до наших дней) ?;Carl Wilhelm Scheele (ex Letronne D);(??);Не названо;Не названо;Не названо;химик и фармацевт;Швеции;Шведский;18;18-го века;Stralsund;1742;Kцping;1786;Discoverer of many chemical substances whose hydrogen in 1768 oxygen in 1773 and the chlorine in 1774 as well as of several organic acids.;-37,8;37.8° Запад;-9,4;9.4° Юг;Юго-Западный;Юго-Восточная часть Oceanus Procellarum;41;Euclides;221;;040C 213C;;;5;5;3;3;750;2300;0,15;A_____________A;Isolated circular formation with bowl shape.;Few steep slopes.;Few high walls.;Rounded floor.;1;Малоинтересное или сложное образование;10;3 дня после Первой Четверти;2 дня после Последней Четверти;50;50 мм рефрактор;100 мм рефрактор
SCHEINER;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет);Cristoph Scheiner;Riccioli (1651);Не названо;Vallis Hajalon;Scheiner;математик и астроном;Германии;Германский;17;17-го века;Wald;1575;Neisse;1650;Constructor of first telescope with a straightened vision. First observations of solar spots with a filter. Author of 'Rosa Ursina' in 1630.;-27,8;27.8° Запад;-60,5;60.5° Юг;Юго-Западный;Южный лимб Луны;72;Clavius;56;;024S 029S 036S 040S 048S 183S 191S 201S 205S;MM126;IV-130-H3 IV-131-M IV-148-H1;114;114;67;67;4000;12100;0,0364;A___________________________________________________________A;Wrecked formation situated on the West slope of Clavius.;Pretty steep slopes riddled of craters whose Scheiner C & D to the West and Scheiner G & E to the South.;Very high walls to the East;Flat floor supporting 4 main craters whose Scheiner J double to the North and Scheiner A to the center. Hills and  West East oriented crest line.;3;Очень интересное образование;9;2 дня после Первой Четверти;1 день после Последней Четверти;5;Невооруженный глаз;10x бинокль
SCHIAPARELLI;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Giovanni Virginio Schiaparelli;Birt / Lee (1865);Не названо;Не названо;Не названо;астроном;Италии;Итальянский;19;19-го века;Savigliano;1835;Milan;1910;Discoverer of the asteroid Hesperia in 1861. Comet relationship with meteorites in 1866. Observer of the 'Chanels' of Mars.;-58,8;58.8° Запад;23,4;23.4° Север;Северо-Западный;Район кратера Aristarchus;18;Aristarchus;304;;061N 067N 075N/C 080N/C 233N 237C;;IV-163-H1 IV-157-H3 IV-162-H3;26;26;15;15;2090;6300;0,0871;A_______________________A;Circular formation.;Pretty steep slopes.;High walls.;Flat floor. Small central mountain. Hills and craterlets.;3;Очень интересное образование;12;5 дней после Первой Четверти;4 дня после Последней Четверти;30;10x бинокль;50 мм рефрактор
SCHICKARD;Равнина, окруженная валами;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет);Wilhelm Schickard;Riccioli (1651);Не названо;Fons Tadnos;Schickard;математик и астроном;Германии;Германский;17;17-го века;Herrenberg;1592;Tьbingen;1635;Correspondent and friend of Kepler. Numerous works on the mechanics;-54,6;54.6° Запад;-44,4;44.4° Юг;Юго-Западный;Район кратера Schickard;62;Schickard;108;;048S 055S 061S 067C/S 075S 080S 213S 225S 233C/S 237S;ST08/01  MM177;IV-179-M IV-160-M IV-155-M IV-155-H2 IV-166-M IV-172-M IV-160-H2 IV-167-H2 IV-167-M;233;233;137;137;0;0;0,0057;Слишком плоское. Невозможно изобразить.;Immense isolated circular formation with dark color.;Pretty steep slopes riddled of craters supporting Lehmann to the North Schickard E to the South Wargentin A to the South-West and Drebbel to the North-East.;Few high walls with summits reaching 2700 m.;Immense somber flat floor filled with lava supporting Schickard B to the North-East and Schickard A to the South. Numerous craterlets to the South-West whose Schickard C. Hills and grooves. Black and white stains.;4;Исключительное образование;12;5 дней после Первой Четверти;4 дня после Последней Четверти;5;Невооруженный глаз;10x бинокль
SCHILLER;Кратер;Нектарийский (с -3.92 миллиардов лет до -3.85 миллиардов лет);Julius Schiller;(??);Fred. Wilhelmi M. Brand.;Bayerus;Не названо;монах;Германии;Германский;17;17-го века;?;?;?;1627;Author of the 'Coelum Stellarum Christianus Atlas' showing Bible inspired constellations.;-40;40.0° Запад;-51,8;51.8° Юг;Юго-Западный;Юго-Юго-Западный лимб Луны;71;Schiller;67;;040S 048S 055S 061S 080S 201S 205S 213S;ST09/02  MM176 L100/030;IV-166-M IV-154-H3 IV-136-M IV-148-H1 IV-172-M IV-167-M IV-160-M IV-148-H2 IV-155-H1 IV-155-M IV-160-H1 IV-179-M;184;184;108;43;3900;11800;0,0218;A____________________________________________________________________________________________________A;Very lengthened and South-East North-West oriented formation. Seems to come from the fusion of 2 craters or from a low-angled meteorite impact.;Pretty steep slopes supporting Bayer to the East and Schiller H to the North-East.;High walls with terraces to the South.;Very flat floor to the South-East and tormented to the North-West. Mountain to the North-West. Craterlets.;4;Исключительное образование;10;3 дня после Первой Четверти;2 дня после Последней Четверти;30;10x бинокль;50 мм рефрактор
SCHLUTER;Кратер;Обычный Верхний Имбрийский (с -3.8 миллиардов лет до -3.2 миллиардов лет);Heinrich Schlьter;Arthur / Whitaker (1963);Не названо;Не названо;Не названо;астроном;Германии;Германский;19;19-го века;?;1815;?;1844;Assistant of Bessel.;-83,3;83.3° Запад;-5,9;5.9° Юг;Юго-Западный;Западный лимб Луны;39;Grimaldi;226;1f2;Q3W;;IV-181-H3;92;92;54;54;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation situated in the zone of librations.;Steep slopes.;High walls with terraces supporting a double crater to the South and a collapsed crater to the north.;Flat floor partially darkened. Central mountain.;2;Довольно интересное образование;14;Полнолуние;6 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
SCHMIDT;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Johann F. J. Schmidt;Birt / Lee (1865);Не названо;Не названо;Не названо;астроном;Германии;Германский;19;19-го века;?;1825;?;1884;Selenographer. Has worked with von Hoffman;18,8;18.8° Восток;1;1.0° Север;Северо-Восточный;Восточная часть Mare Tranquillitatis;35;Arago;276;;343C 148C 154C 161C;;IV-090-H1 IV-085-H1;12;12;7;7;2300;7000;0,2018;A_________A;Circular formation with bowl shape.;Pretty steep slopes.;Pretty high walls.;Rounded floor.;2;Довольно интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
SCHOMBERGER;Кратер;Период появления не определен;Georg Schomberger;Riccioli (1651);Не названо;Не названо;Schomberger;математик и астроном;Австрии;Австрийский;17;17-го века;?;1597;?;1645;??;24;24.0° Восток;-76,7;76.7° Юг;Юго-Восточный;Южный лимб Луны;74;Manzinus;65;13 e5;343S 351S Q3S Q4S 099S 105S 112S 119S 124S 135S 143S 148S;;IV-094-H2 IV-106-H2 IV-082-H2;88;88;52;52;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation.;Few steep slopes supporting a crater to the North Schomberger C to the West Schomberger A to the South-West and Schomberger D to the North-East.;Pretty high walls.;Flat floor.;3;Очень интересное образование;5;5 дней после Новолуния;4 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
SCHORR;Кратер;Период появления не определен;Richard Schorr;(??);Не названо;Не названо;Не названо;астроном;Германии;Германский;20;20-го века;?;1867;?;1951;??;89;89.0° Восток;-19,5;19.5° Юг;Юго-Восточный;Востоко-Юго-Восточный лимб Луны;60;Vendelinus;0;1c1 / 3h2 / 13b8;Q4SE;;;54;54;32;32;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation situated in the zone of librations and crushing two other craters.;Steep slopes.;High walls.;Tormented floor.;1;Малоинтересное или сложное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
SCHROTER;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Johan H. Schrцter;(??);Не названо;Не названо;Не названо;астроном;Германии;Германский;18;18-го века;?;1745;?;1816;Selenographer. Specialist of rilles and wrinkle ridges.;-7;7.0° Запад;2,6;2.6° Север;Северо-Западный;Южный район кратера Erathostenes;32;Stadius;242;6f6 / 8a7;009C 018C 179C 183C;;IV-109-H1;36;36;21;21;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Isolated wrecked formation.;Very steep slopes to the North and supporting Schrцter K to the North-West and Schrцter L to the South.;Pretty high walls interrupted to the South and higher to the North supporting a craterlet to the South-West.;Flat floor filled with lava communicating with Mare Insularum.  Hills and craterlets whose Schrцter E to the center.;3;Очень интересное образование;8;1 день после Первой Четверти;Последняя Четверть;30;10x бинокль;50 мм рефрактор
SCHUBERT;Кратер;Период появления не определен;Theodor F. von Schubert;Mдdler (1837);Не названо;Не названо;Не названо;картограф;России;Русский;19;19-го века;?;1799;?;1865;??;81;81.0° Восток;2,8;2.8° Север;Северо-Восточный;Восточный лимб Луны;38;Neper;0;1a6 / 3f7 / 4f2;291N/S Q1E Q4E 099N;;;56;56;33;33;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation situated on the South-West slope of Banachiewicz. Forms an interesting couple with Back.;Pretty steep slopes supporting Back to the South.;Pretty high walls with terraces.;Wide flat floor. Central mountain.;2;Довольно интересное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
SCHUMACHER;Кратер;Период появления не определен;Heinrich Christian Schumacher;Mдdler (1837);Не названо;Не названо;Не названо;астроном;Дании;Датский;19;19-го века;Bramstedt;1780;Altona;1850;Founder of the observatory of Altona and an astronomical review in 1822.;60,7;60.7° Восток;42,4;42.4° Север;Северо-Восточный;Северо-Восточный лимб Луны;16;Gauss;346;14a4 / 16g3;303N 309N 105N 112N;;IV-177-H3;63;63;37;37;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Wrecked formation.;Few steep slopes supporting Carrington to the North-East overlapped by a crater to the West and crushed by Messala to the South.;Few high walls.;Flat floor filled with lava.;2;Довольно интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
SCHWABE;Кратер;Период появления не определен;Heinrich Schwabe;Schmidt (1878);Не названо;Не названо;Не названо;астроном;Германии;Германский;19;19-го века;?;1789;?;1875;??;45,6;45.6° Восток;65,1;65.1° Север;Северо-Восточный;Северо-Северо-Восточный лимб Луны;6;Strabo;392;1c3 / 3h4;323N 328N 105N 119N 124N 131N;;;26;26;15;15;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Irregular shaped formation.;Steep slopes to the East.;Pretty high walls partially dismantled to the West.;Flat floor.;2;Довольно интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
SCORESBY;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет);William Scoresby;Mдdler (1837);Hypparchi;Montes Hyperborei;Не названо;штурман;Англии;Английский;19;19-го века;Cropton;1789;Torquay;1857;Explorer of the oriental coast of Greenland.;14,1;14.1° Восток;77,7;77.7° Север;Северо-Восточный;Северный лимб Луны;4;Archytas;396;15f4;334N 351N 357N 003N 009N Q1N I00N 106N 119N 135N 143N 148N 154N 161N;;IV-104-H3 IV-140-H3 IV-128-H3 IV-092-H2 IV-116-H3 IV-092-H3;58;58;34;34;2400;7300;0,0429;A__________________________________________________A;Circular formation.;Pretty steep slopes.;Pretty high walls.;Flat floor filled with lava. Double central mountain. Hills and craterlets.;3;Очень интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
SCOTT;Кратер;Период появления не определен;Robert Falcon Scott;(??);Не названо;Не названо;Не названо;исследователь;Англии;Английский;19;19-го века;Davenport;1868;Antarctica;1912;Author of two expeditions in Antarctic. Died little time after having reached the terrestrial South pole but after Amundsen in January 1912.;45;45.0° Восток;-81,9;81.9° Юг;Юго-Восточный;Южный лимб Луны;74;Manzinus;42;10f3 / 12c3;323S 343S Q3S Q4S 099S 105S 112S 119S 124S 131S;;IV-070-H1 IV-106-H1;111;111;65;65;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation situated near the South Pole to the edge of the zone of librations.;Few steep slopes supporting a double crater to the North and to the North-East.;Pretty high walls supporting a craterlet to the South.;Flat floor.;3;Очень интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;5;Невооруженный глаз;10x бинокль
SECCHI;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Angelo Secchi;Birt / Lee (1865);Не названо;Не названо;Не названо;астроном;Италии;Итальянский;19;19-го века;Regio Emilia;1818;Rome;1878;Pioneer of the stellar spectroscopy. Author of the first classification of stars according to their specter in 1868. Solar prominences studies.;43,5;43.5° Восток;2,4;2.4° Север;Северо-Восточный;Северная граница Mare Fecunditatis;37;Taruntius;268;13b1 / 14a8 / 15h2 / 16g7;315C 323N/C 328C 131C 135C;;IV-066-H1;26;26;15;15;1900;5800;0,0776;A__________________________A;Wrecked formation of North South lengthened shape.;Steep slopes supporting Montes Secchi to the North-West.;Walls interrupted to the South.;Flat floor with hills.;2;Довольно интересное образование;4;4 дня после Новолуния;3 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
SEELIGER;Малый кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Hugo von Seeliger;(??);Не названо;Не названо;Не названо;астроном;Германии;Германский;19;19-го века;?;1849;?;1924;??;3;3.0° Восток;-2,2;2.2° Юг;Юго-Восточный;Район кратера Ptolemaeus;44;Ptolemaeus;240;13b2 / 14a8 / 15h2 / 16g8;003C 167C 174C;;IV-102-H1;9;9;5;5;1800;5500;0,2118;A________A;Isolated circular formation with bowl shape.;Few steep slopes.;Pretty high walls.;Rounded floor.;2;Довольно интересное образование;7;Первая Четверть;6 дней после Полнолуния;50;50 мм рефрактор;100 мм рефрактор
SEGNER;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет) ?;Johann Andreas von Segner;Schrцter (1802);Не названо;Не названо;Не названо;натуралист и математик;Германии;Германский;18;18-го века;Presbourg;1704;Halle;1777;Author of a theory of the capillarite. Specialist of eclipses.;-48,3;48.3° Запад;-58,9;58.9° Юг;Юго-Западный;Юго-Юго-Западный лимб Луны;71;Schiller;70;;048S 055S 061S 067S 213S 225S;MM176;IV-154-H3 IV-167-H1 IV-160-H1;70;70;41;41;1300;3900;0,0194;Слишком плоское. Невозможно изобразить.;Circular formation situated on the North-East slope of Zucchius.;Few steep slopes supporting Zucchius to the South-West and a crater to the North-East. Line of North South oriented crest connecting it to Schiller C.;Damaged and little high walls to the South-West.;Wavy floor supporting a chain of craterlets to the North-East and hills.;3;Очень интересное образование;11;4 дня после Первой Четверти;3 дня после Последней Четверти;30;10x бинокль;50 мм рефрактор
SELEUCUS;Кратер;Эратосфеновский (с -3.2 миллиардов лет до -1.1 миллиардов лет) ?;Sйleucos;Riccioli (1651);Sfondrati;Mons Pentadactylus;Seleucus;астроном;Вавилона;Вавилонский;-2;2-го века до новой эры;?;150 av JC;?;?;Partisan of the heliocentrism.;-66,6;66.6° Запад;21;21.0° Север;Северо-Западный;Западо-Северо-Западный лимб Луны;17;Struve;303;;067N 075N/C 080N/C Q2NW 233N 237C 247N/C;;IV-169-H3;44;44;26;26;2290;6900;0,0533;A_______________________________________A;Circular Form.;Steep slopes.;Walls with terraces.;Flat floor filled with lava. Central mountain.  Craterlets.;3;Очень интересное образование;13;6 дней после Первой Четверти;5 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
SENECA;Кратер;Период появления не определен;Lucius A. Seneca;Riccioli (1651);Не названо;Mons Alaunus;Seneca;писатель и философ;Рима;Римский;1;1-го века;?;4 av JC;?;65;Tutor of Neron. Author of the celestial comet origin.;80,2;80.2° Восток;26,6;26.6° Север;Северо-Восточный;Востоко-Северо-Восточный лимб Луны;27;Plutarch;0;11d3;291N Q1E/NE Q4E 099N;;IV-165-H3;54;54;32;32;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Irregular and wrecked formation forming an interesting couple with Plutarch.;Few steep slopes supporting many craters whose Plutarch to the South.;Few high walls supporting several craters.;Flat floor supporting several craters.;2;Довольно интересное образование;2;2 дня после Новолуния;1 день после Полнолуния;30;10x бинокль;50 мм рефрактор
SHALER;Кратер;Период появления не определен;Nathaniel S. Shaler;Arthur / Whitaker (1963);Не названо;Не названо;Не названо;геолог и палеонтолог;США;Американский;19;19-го века;?;1841;?;1906;First lunar geology test according to images.;-85,2;85.2° Запад;-32,9;32.9° Юг;Юго-Западный;Юго-Западный лимб Луны;61;Piazzi;0;;Q3W;;IV-186-H3;49;49;29;29;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Circular formation situated in the zone of librations.;Pretty steep slopes supporting a crater to the West.;Pretty high walls.;Flat floor.;1;Малоинтересное или сложное образование;14;Полнолуние;6 дней после Последней Четверти;30;10x бинокль;50 мм рефрактор
SHAPLEY;Кратер;Доимбрийский (с -4.55 миллиардов лет до -3.85 миллиардов лет) ?;Harlow Shapley (ex Picard H);(??);Не названо;Не названо;Не названо;астроном;США;Американский;20;20-го века;Nashville;1885;Boulder;1972;Discoverer of the pulse nature of the cepheides and the distribution of the globular clusters in the halo of the Milky Way. Discoverer of two dwarf galaxies of the Local Group.;56,9;56.9° Восток;9,4;9.4° Север;Северо-Восточный;Восточный лимб Луны;38;Neper;263;9b3 / 13h3;309C 112N 119C;;;24;24;14;14;?;?;Неизвестна высота. Невозможно вычислить.;Неизвестна высота. Невозможно изобразить.;Isolated and damaged circular formation situated on the South bank of Mare Crisium.;Steep slopes.;Pretty high walls damaged to the North.;Flat floor filled with lava.;2;Довольно интересное образование;3;3 дня после Новолуния;2 дня после Полнолуния;30;10x бинокль;50 мм рефрактор
SHARP;Кратер;Верхний Имбрийский (с -3.8 миллиардов лет до -3.2 миллиардов лет);Abraham Sharp;(??);Rechbergeri;Mons Atlas Minor;Не названо;астроном;Англии;Английский;17;17-го века;?;1652;?;1742;Collaborator of Flamsteed.;-40,2;40.2° Запад;45,7;45.7° Север;Северо-Западный;Северо-Западная часть Mare Imbrium;10;Sinus Iridum;386;;048N 055N 061N 067N 205N 213N;;IV-151-H2 IV-158-H2;41;41;24;24;3200;9700;0,08;A__________________________A;Circular formation.;Steep slopes.;High walls.;Tormented floor. Central mountain.;3;Очень интересное образование;10;3 дня после Первой Четверти;2 дня после Последней Четверти;30;10x бинокль;50 мм рефрактор
SHEEPSHANKS;Кратер;Имбрийский (с -3.85 миллиардов лет до -3.2 миллиардов лет) ?;Anne Sheepshanks;Birt / Lee (1865);Не названо;Не названо;Не названо;благотворитель;Англии;Английский;19;19-го века;?;1789;?;1876;Sister of the astronomer of the same name.;16,9;16.9° Восток;59,2;59.2° Север;Северо-Восточный;Северный лимб Луны;5;Aristoteles;395;7f8 / 8g2;343N 351N 357N 143N 148N 154N 161N;;IV-103-H3 IV-104-H1 IV-110-H3 IV-092-H1;26;26;15;15;1990;6000;0,0796;A__________________________A;Irregular shaped formation.;Few steep slopes.;Pretty high walls.;Flat floor filled with lava.;2;Довольно интересное образование;6;6 дней после Новолуния;5 дней после Полнолуния;30;10x бинокль;50 мм рефрактор
SHORT;Кратер;Донектарийский (с -4.55 миллиардов лет до -3.92 миллиардов лет) ?;James Short;Schrцter (1802);Не названо;Не названо;Не названо;оптик;Великобритании;Британский;18;18-го века;Edimburg;1710;London;1768;;-7,3;7.3° Запад;-74,6;74.6° Юг;Юго-Западный;Южный лимб Луны;73;Moretus;45;;009S 018S 024S Q4S 161S 167S 174S 179S 191S;;IV-130-H2 IV-118-H2;51;51;30;30;5700;17300;0,114;A_________________A;;;;;3;Очень интересное образование;8;1 день после Первой Четверти;Последняя Четверть;30;10x бинокль;50 мм рефрактор
