NAME;LOCAL_NAME;LONGI_360;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONLITY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKL_C;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGTH_KM;LENGTH_KM_ILCD;WIDE_KM;LENGTH_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1895;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
LADEE;LADEE;266,75;HS118400N2667500;118400N2667500;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;17/04/2014;(NASA/USA);Not appliable;Lunar Atmosphere and Dust Environment Explorer;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-93,25;11,84;93 ° 15 '  West;11,84;11 ° 50 '  North;Farside;North-West;Invisible;VIII;Rontgen;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on september 6 2013 / 11h 27mn from Wallops Flight Facility by Minotaur V rocket;;About  248 kg for empty probe and 383 kg with fuel. Dimensions : 2,37 m x 1,85 m x 1,85 m. 30 solar panels providing 295 W. On board : a Neutral Mass Spectrometer / a UV-Vis Spectrometer / A Lunar Dust Experiment / a Lunar Laser Communication System. Put on lunar orbit on october 06 2013. Beginning of observations on november 2013. Circular orbit mowered from 250 to 75 km altitude;Sent on lunar soil on april 11 2014. Crash on april 18 2014 at 4h 30mn near Sundman V crater. Estimated speed 5800 km/h. Dig a 3 m crater. Impact retreived by Lunar Reconnaissance Orbiter on october 30th 2014.   ;Detection of Helium / argon / neon. Increase of sodium emission during meteor showers impacts.;Not described;0;Invisible formation;Invisible;Invisible;Invisible;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
CHANG'E 1;CHANG'E 1;52,36;HS15000S523600;15000S523600;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;01/03/2009;(CNSA / China);Not appliable;Chang'e 1;(CNSA / China);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;52,36;52,36;53 ° 38 '  East;-1,5;1 ° 30 '  South;Nearside;South-East;Mare Fecunditatis area;48;Messier;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on October 24th 2007 at 10:05:04 UTC from Xichang Satellite Launch Center by Long March 3 rocket;Mass of 2350 kg with a 130 kg payload. Carry 24 instruments including a CCD stereo camera, laser altimeter, gamma & X-Ray detectors and a microwave radiometer.;;;;Not described;0;Invisible formation;4;Four days after New Moon;Three days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LCROSS;LCROSS;310,64;HS847200S3106400;847200S3106400;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;09/10/2009;(NASA/USA);Not appliable;Lunar Crater Observation and Sensing Satellite;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-49,36;310,64;49 ° 22 '  West;-84,72;84 ° 17 '  South;Nearside;South-West;South East Moon limb;72;Clavius;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on july 18th 2009 at 21h 32mn by an Atlas V rocket from Cap Canaveral coupled with Lunar Reconnaissance Orbiter probe;;;;;Not described;0;Invisible formation;10;Three days after First Quarter;Two day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
CENTAUR A / LCROSS;CENTAUR A / LCROSS;311,28;HS846700S3112800;846700S3112800;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;09/10/2009;(NASA/USA);Not appliable;Centaur rocket stage propulsing LCROSS;(NASA/USA);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-48,72;311,28;48 ° 43 '  West;-84,67;84 ° 20 '  South;Nearside;South-West;South East Moon limb;72;Clavius;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on july 18th 2009 at 21h 32mn by an Atlas V rocket from Cap Canaveral coupled with Lunar Reconnaissance Orbiter probe;;;;;Not described;0;Invisible formation;10;Three days after First Quarter;Two day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
CHANG'E 3 / YUTU;CHANG'E 3 / YUTU;340,49;HS441200N3404900;441200N3404900;Registered feature;Historical site;No IAU type;Probe / Soft landing;Human action;14/12/2013;(CNSA / China);Not appliable;Chang'e 3 lander / Yutu rover;(CNSA / China);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-19,51;340,49;19 ° 31 '  West;44,12;44 ° 7 '  North;Nearside;North-West;Oceanus Procellarum North-East area;10;Sinus Iridum;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on december 1 2013 / 01h 30mn from  Xichang Satellite Launch Centre Complex 2 by  Long March 3B Y-23 rocket;Carried Yutu rover inside. Entered on lunar orbit on december 6 2013.;About  3800 kg totally. Lander dimensions : 2,37 m x 1,85 m x 1,85 m. 30 solar panels providing 295 W. On board : a Neutral Mass Spectrometer / a UV-Vis Spectrometer / A Lunar Dust Experiment / a Lunar Laser Communication System. Put on lunar orbit on october 06 2013. Beginning of observations on november 2013. Circular orbit mowered from 250 to 75 km altitude;;;Not described;0;Invisible formation;9;Two days after First Quarter;One day after Last Quarter;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
CHANDRAYAAN 1 / MOON IMPACT PROBE;CHANDRAYAAN 1 / MOON IMPACT PROBE;330;HS890000S3300000;890000S3300000;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;14/11/2008;(ISRO / India);Not appliable;Chandrayann 1 / Moon Impact probe;(ISRO / India);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;-30;330;About 30 ° West;-89;About 89 ° South;Nearside;South-West;Shackleton crater;No map;Not indicated;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;  Launch on october 22th 2008 / 0h 52mn from Satish Dhawan Second Pad by a PSLV-XL rocket;Carried by Chandrayaan 1 lunar orbital probe. Crashed on Moon on 14 November 2008 / 20h 06mn. Radar altimeter & laser altimeter.;25 mn descent at 1,6 km/s. Discovery of water presence just before impact.;;;Not described;0;Invisible formation;Invisible;Invisible;Invisible;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
KAGUYA;KAGUYA;80,4;HS655000S804000;655000S804000;Registered feature;Historical site;No IAU type;Probe / Voluntary impact;Human action;10/06/2009;(JAXA / Japan);Not appliable;Selene at conception / Kaguya at launch / Joined micro satellites Okina & Ouna;(JAXA / Japan);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;80,4;80,4;81 ° 36 '  East;-65,5;65 ° 30 '  South;Nearside;South-East;Gill crater;75;Hagecius;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on september 14th 2007 / 01h 31mn from  Tanegashima Launch Centre;Orbit with 100 km altitude. 13 scientific instruments. ;13 scientific instruments / Multi bands camera / 2 spectrometers / Magnetometer / Radar / Laser altimeter / High definition camera provided by NHK TV channel.;Impact near Gill crater on june 10th 2009 at 18 h 25 TU.;;Not described;0;Invisible formation;2; Two days after New Moon;One day after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
CHANG'E 4 / YUTU 2;CHANG'E 4 / YUTU 2;177,6;HS455000S1776000;455000S1776000;Registered feature;Historical site;No IAU type;Probe / Soft landing;Human action;02/01/2019;(CNSA / China);Not appliable;Chang'e 4 lander / Yutu 2 rover;(CNSA / China);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;177,6;177,6;177 ° 36 '  East;-45,5;45 ° 30 '  South;Farside;South-East;In Von Karmann crater;No map;No map;No map;No map;No map;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on 7 december 2018 from  Xichang Satellite Launch Centre Complex 2 by  Long March 3B Y-23 rocket;Carried Yutu 2 rover inside. Entered on lunar orbit on december 13 2018. Landing on January 3rd 2019.;Environ 3800 kg au total. Dimensions de l'atterrisseur : 2,37 m x 1,85 m x 1,85 m.;Landing in Von Karmann crater. Retrieved by LRO orbiter on February 7th 2019.;;Not described;0;Invisible formation;999;Invisible;Invisible;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
BERESHEET;BERESHEET;19,35;HS325900N193500;325900N193500;Registered feature;Historical site;No IAU type;Probe / Unvoluntary impact;Human action;22/02/2019;(IAI / Israël);Not appliable;Beresheet lander;(Space IL / Israël);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;19,35;19,35;19 ° 21 '  East;32,59;32 ° 35' Sud;#RÉF !;North-East;Mare Serenitatis;25;Römer;Not indicated;Not indicated;Not indicated;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launch on february 22nd 2019by Falcon 9 rocket from Lauch complex 40 in Cap Canaveral base.;Probe mass 585 kg. Built by Space IL firm for Google Lunar X Prize. Cameras & magnetometer. Landing tentative on april 11 2019 in Mare Serenitatis.;Inertia Central and landing rocket failures.;;;Not described;0;Invisible formation;5;Five days after New Moon;Four days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
LONGJIANG 2;LONGJIANG 2;15,95;HS166900N159500;166900N159500;Registered feature;Historical site;No IAU type;Probe / Unvoluntary impact;Human action;31/07/2019;(CNSA / China);Not appliable;Micro satellite LongJiang2 / DLSWP A2;(CNSA / China);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;159,52;159,52;;16,69;16 ° 42 ' North;Farside;North-East;In Van Gent crater;No map;No map;No map;No map;No map;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launched on May 20th 2018 by a Long March 4C rocket with relay satellite Queqiao for Chang'é 4 mission.;Probe mass 47 kg / 50 cm. Placed on an elliptic orbit with 137 000 to 350 km lunar altitude.;Probe with cameras and radio amateur transmitter.;Impact within crater Van Gent on july 31th 2019. Site retreived by Lunar Reconnaissance Orbiter on november 14th 2019. Crater 10m diameter and 4 m depth. ;;Not described;0;Invisible formation;999;Invisible;Invisible;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
CHANDRAYAAN 2 / VIKRAM / PRAGYAN;CHANDRAYAAN 2 / VIKRAM / PRAGYAN;22,962;HS708620S229620;708620S229620;Registered feature;Historical site;No IAU type;Probe / Unvoluntary impact;Human action;06/09/2019;(ISRO / India);Not appliable;Chandrayann  / Lander Vikram / Rover Pragyan;(ISRO / India);Not IAU approved;Non existent in this period;Non existent in this period;Non existent in this period;Not appliable;Not appliable;Not appliable;21;21 th century;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;22,962;22,962;22 ° 58 ' Est;-70,862;70 ° 50 ' Sud;#RÉF !;South-East;Between Manzinus C & Simpelius N;No map;No map;No map;No map;No map;Not described;??;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Not appliable;Launched on july 22th from Satish Dawzan center with a GLSV MKIII rocket.;Space train weight 3850 kg with orbiter mass 2380 kg + lander mass 1470 kg andt rover mass 27 kg. ;Put on an eliptic trrestrial orbit. Increased apogee 5 times. On lunar orbit on August 29th. Separation of lander on september 2nd.;Lost contact with Vikram lander & Pragyan rover few hundred meters before landing. Site not retrieved by Lunar Reconnaissance Orbiter. Estimated impact site coordinates.;;Not described;0;Invisible formation;6;6 days after New Moon;5 days after Full Moon;999;Invisible;Invisible;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved;Not IAU approved
