NAME;LOCAL_NAME;LUN;LUN_REDUCED;NAME_TYPE;TYPE;TYPE_IAU;SUBTYPE;PROCESS;PERIOD;PERIOD_SOURCE;GEOLOGY;NAME_DETAIL;NAME_ORIGIN;IAU_APPROVAL;LANGRENUS;HEVELIUS;RICCIOLI;WORK;COUNTRY;NATIONALTY;CENTURY_N;CENTURY_C;BIRTH_PLACE;BIRTH_DATE;DEATH_PLACE;DEATH_DATE;FACTS;LONGI_N;LONGI_360;LONGI_C;LATI_N;LATI_C;FACE;QUADRANT;AREA;RUKL;RUKLC;VISCARDY;HATFIELD;WESTFALL;WOOD;LOPAM;LENGHT_KM;WIDE_KM;LENGHT_MI;WIDE_MI;LENGTH_ARCSEC;HEIGHT_M;HEIGHT_FE;RAPPORT;PROFIL;FLOOR_DIAMETER_KM;PEAK_HEIGHT_KM;PEAK_DIAMETER_KM;EXCAVATION_DEPTH_KM;MELTING_DEPTH_KM;EJECTA_THICK_M_1RADIUS;EJECTA_THICK_M_3RADIUS;EJECTA_THICK_M_5RADIUS;RADAR_BRIGHT_HALO_RADIUS;RADAR_DARK_HALO_RADIUS;GENERAL_1;GENERAL_2;SLOPES;WALLS;FLOOR;ELGER_1985;INTEREST_N;INTEREST_C;LUNATION;MOONDAY_S;MOONDAY_M;DIAM_INST;TH_INSTRU;PR_INSTRU;IAU_FEATURE_NAME;IAU_CLEAN_FEATURE_NAME;IAU_FEATURE_ID;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;IAU_NORTHERN_LATITUDE;IAU_SOUTHERN_LATITUDE;IAU_EASTERN_LONGITUDE;IAU_WESTERN_LONGITUDE;IAU_COORDINATE_SYSTEM;IAU_CONTINENT;IAU_ETHNICITY;IAU_FEATURE_TYPE;IAU_FEATURE_TYPE_CODE;IAU_QUAD_NAME;IAU_QUAD_CODE;IAU_APPROVAL_STATUS;IAU_APPROVAL_DATE;IAU_REFERENCE;IAU_ORIGIN;IAU_LINK
LUNA 21;LUNA 21;HS259000N303000;259000N303000;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Atterrissage ;Action humaine;08/01/1973;(URSS / MOM / Lavochkin);Non applicable;Luna 21 + Lunakhod 2 / Lunik 21 + Lunakhod 2 (Class Ye-8) ;(USSR / MOM / Lavochkin);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;30,3;30,3000;30 ° 18 '  Est;25,9;25 ° 54 '  Nord;Face visible;Nord-Est;Région au Nord de la Mer de la Tranquillité;25;Römer;312;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;??;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 8 Janvier 1973 / 6h 55mn (UT) de Baïkonour.;Sonde de 4850 kg avec un module d'alunissage de 1814 kg. Celui-ci comporte deux rampes pour permettre la descente sur la surface de Lunakhod 2 véhicule radiocommandé depuis la Terre.;Alunissage en douceur le 15 janvier 1973 dans le cratère Le Monnier. Exploration télécommandée depuis la Terre par le véhicule Lunakhod 2. Lunakhod 1 est long de 2,2 m, large de 1,6 m et haut de 1,35 m avec huit roues à suspension, moteurs et freins indépendants. Masse 840 kg. Alimentation par panneau solaire. Chauffage interne au Polonium 210. Vitesse de 1 à 2 km/h. Quatre caméras dont deux stéréoscopiques. ;Analyse des propriétés physico-mécaniques du sol lunaire à plus de 1000 endroits avec un testeur de sol. Analyse chimique du sol lunaire en 25 points. Magnétomètre. Radiomètre. Parcourut 37 km en dix mois et demi. Envoie plus de 80 000 photographies dont 86 panoramas lunaires. Fin de la mission le 4 juin.;;Non décrit;0;Non visible;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LUNA 23;LUNA 23;HS124100N621800;124100N621800;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Atterrissage ;Action humaine;28/10/1974;(URSS);Non applicable;Luna 23 / Lunik 23;(USSR);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;62,18;62,1800;62 ° 11 '  Est;12,41;12 ° 25 '  Nord;Face visible;Nord-Est;Limbe Est de la Lune;38;Neper;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 28 Octobre 1974 / 14h 30mn (UT) de Baïkonour.;Alunissage difficile dans Mare Crisium. Module endommagé. Transmet pendant trois jours. Ne parvient pas à redécoller.;;;;Non décrit;0;Non visible;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LUNA 24;LUNA 24;HS124500N621200;124500N621200;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Atterrissage ;Action humaine;09/08/1976;(URSS);Non applicable;Luna 24 / Lunik 24;(USSR);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;62,12;62,1200;62 ° 07 '  Est;12,45;12 ° 27 '  Nord;Face visible;Nord-Est;Limbe Est de la Lune;38;Neper;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 9 Août 1976 / 15h 04mn (UT) de Baïkonour.;Sonde de 4 800 kg comportant un module d'alunissage. Alunissage en douceur dans Mare Crisium. Forage du sol jusqu'à 2 mètres de profondeur. Retour sur Terre de la capsule avec 170 g de carottes lunaires le 22 ao ût en Sibérie occidentale.;;;;Non décrit;0;Non visible;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
HITEN;HITEN;HS340000S553000;340000S553000;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;24/01/1990;(ISAS / Japon);Non applicable;Hiten / Hagoromo (Ex Muses A);(ISAS / Japon);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;20;20 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;55,3;55,3000;55 ° 18 '  Est;-34;34 ° 0 '  Sud;Face visible;Sud-Est;Limbe Sud-Est de la Lune;69;Furnerius;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 24 Janvier 1990 / 11h 46mn (UT) de Kagoshima.;Sonde cylindrique de 1,4 m de diamètre et de 0,8 m de hauteur pesant 197 kg dont 42 kg d'hydrazine. Porte un mini satellite lunaire appelé Hagoromo de forme polyhédrique à 26 faces pesant 12 kg. Mis sur orbite terrestre elliptique. Passe derrière la Lune pour la première fois le 18 mars 1990, puis 10 autres fois. Teste pour la première fois l'aerobraking à 125 km d'altitude dans l'atmosphère terrestre le 19 mars 1991. S'approche au plus près à 16,5 km de la surface lunaire.;S'éloigne ensuite pour atteindre les points de Lagrange de l'orbite lunaire sans trouver de particules piégées. définitivement mis en orbite lunaire par freinage lors du dernier survol le 15 février 1993. Précipité vers la surface le 10 avril 1993.  S'écrase à 18h 03mn 26s près du cratère Stevinus. ;Hagoromo mis en orbite lunaire le 18 mars 1990 malgré son émetteur en panne depuis le 21 février 1990.;;Non décrit;0;Non visible;3;3 jours après la Nouvelle Lune;2 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LUNAR PROSPECTOR;LUNAR PROSPECTOR;HS877000S420000;877000S420000;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;07/01/1998;(NASA/USA);Non applicable;Lunar Prospector;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;21;21 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;42;42,0000;42 ° 0 '  Est;-87,7;87 ° 18 '  Sud;Face visible;Sud-Est;Limbe Sud de la Lune;74;Manzinus;42;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;??;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 7 Janvier 1998 / 2h 28mn (UT) de Cape Kennedy.;Sonde de 285 kg. Emporte les cendres de Eugène Shoemaker, astronome du programme Apollo. Se met en orbite polaire autour de la Lune le 13 janvier 1998. D'abord à 100 km d'altitude, puis ramené à 10 km au bout de 6 mois. Cartographie complète de la Lune dans divers domaines. Le 5 mars confirmation de la présence d'eau dans le fond obscur des cratères polaires. ;Précipité sur la Lune le 31 juillet 1999. S'écrase à 9h 52mn près du cratère Scott. Impact observé notamment par les télescopes Hubble et Keck. Pas de projection ni d'émission de vapeur d'eau enregistrée. ;;;Non décrit;0;Non visible;4;4 jours après la Nouvelle Lune;3 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
SMART - 1;SMART - 1;HS344000S3138000;344000S3138000;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;27/09/2003;(ESA) Construit par Swedish Space Corporation.;Non applicable;Smart (Small Missions for Advanced Research and Technology);(ESA) Built by Swedish Space Corporation.;Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;21;21 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-46,2;313,8000;46 ° 12 '  Ouest;-34,4;34 ° 36 '  Sud;Face visible;Sud-Ouest;Lacus Ecellentiae;62;Schickard;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 27 Septembre 2003 / 23h 14mn UT de Centre spatial de Kourou (Guyane française) par une fusée  Ariane V / Vol n°162 ;Sonde de 366kg d'environ 1 M3 de volume équipée de panneaux solaires de 14 m d'envergure. Propulsée par un moteur ionique à alimentation électrique solaire. Emporte notamment une caméra (AMIE), un télescope à rayons X (D-CIXS), un spectrographe infrarouge (SIR), etc... Début de la mise en orbite lunaire le 11 novembre 2004. Début des observations en novembre 2005. Orbite de 300 à 3000 km d'altitude;Précipité sur la Lune le 1er septembre 2006. S'écrase le 3 septembre 2006 à 5h 42mn 22s dans Lacus Excellentiae. , vitesse estimée : Angle 2 °. Impact observé  par une cohorte de 20 télescopes dont le CFHT, NASA-IRTF, SAAO, Tenerife et Calar Alto, ainsi que 5 radiotélescopes.   ;Impact enregistré par le CFHT. Eclair suivi d'un nuage de poussières recouvrant 80 km2. Cratère estimé à 10m x 3m profond de 1 à 2 m. Ejecta brillant pouvant atteindre 100 m dans le sens longitudinal.;;Non décrit;0;Non visible;11;4 jours après le Premier Quartier;3 jours après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
GRAIL-A / EBB;GRAIL-A / EBB;HS756100N3334000;756100N3334000;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;17/12/2012;(NASA/USA);Non applicable;Gravity Recovery and Interior Laboratory A / Ebb;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;21;21 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-26,6;333,4000;26 ° 36 '  Ouest;75,61;75 ° 37 '  Nord;Face visible;Nord-Ouest;Région Nord du cartère Philolaus;3;Plato;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le Septembre 10 2011 / 13h 08mn de Cape Canaveral par une fusée Delta II. Travail en association avec GRAIL-B / Flow. Arrivés en orbite lunaire le 31 décembre 2011 puis le 01 janvier 2012.;Environ 137 kg la sonde vide et 307 kg d'hydrazine. Dimensions : 1,09 m x 0,95 m x 0,76 m. 2 panneaux solaires produisant 763 W. A bord : 6 antennes dont une en bande K pour mesurer la distance entre les 2 sondes et en déterminer la variation du champ gravitationel de la Lune.;Précipité sur le sol lunaire le 17 décembre 2012 près du cratère Mouchez. Vitesse estimée 1700 m/s. A creusé un cartère de 5 m. Impact trouvé par la sonde Lunar Reconnaissance Orbiter le 28 février 2013.   ;Réalisation de la meilleure carte de gravité lunaire. Meilleure connaissance de la structure interne de la Lune.;;Non décrit;0;Non visible;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
GRAIL-B / FLOW;GRAIL-B / FLOW;HS756500N3332000;756500N3332000;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;17/12/2012;(NASA/USA);Non applicable;Gravity Recovery and Interior Laboratory B / Flow;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;21;21 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-26,8;333,2000;26 ° 48 '  Ouest;75,65;75 ° 39 '  Nord;Face visible;Nord-Ouest;Région Nord du cartère Philolaus;3;Plato;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le Septembre 10 2011 / 13h 08mn de Cape Canaveral par une fusée Delta II. Travail en association avec GRAIL-A / Ebb. Arrivés en orbite lunaire le 31 décembre 2011 puis le 01 janvier 2012.  ;Environ 137 kg la sonde vide et 307 kg d'hydrazine. Dimensions : 1,09 m x 0,95 m x 0,76 m. 2 panneaux solaires produisant 763 W. A bord : 6 antennes dont une en bande K pour mesurer la distance entre les 2 sondes et en déterminer la variation du champ gravitationel de la Lune.;Précipité sur le sol lunaire le 17 décembre 2012 près du cratère Mouchez. Vitesse estimée 1700 m/s. A creusé un cartère de 5 m. Impact trouvé par la sonde Lunar Reconnaissance Orbiter le 28 février 2013.   ;Réalisation de la meilleure carte de gravité lunaire. Meilleure connaissance de la structure interne de la Lune.;;Non décrit;0;Non visible;9;2 jours après le Premier Quartier;1 jour après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LADEE;LADEE;HS118400N118400;118400N118400;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;17/04/2014;(NASA/USA);Non applicable;Lunar Atmosphere and Dust Environment Explorer;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;21;21 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-93,25;11,8400;93 ° 15 '  Ouest;11,84;11 ° 50 '  Nord;Face cachée;Nord-Ouest;Invisible;VIII;Rontgen;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le Septembre 6 2013 / 11h 27mn de Wallops Flight Facility par une fusée Minotaur V;Environ  248 kg pour la sonde vide et 383 kg de carburant. Dimensions : 2,37 m x 1,85 m x 1,85 m. 30 panneaux solaires produisant 295 W. A bord : Un spectromètre de masse / un spectromètre UV-Visible / Un détecteur de poussière lunaire / Un laser de communication. Placé en orbite lunaire le 06 octobre 2013. début des observations en november 2013. Orbite circulaire ramenée de 250 à 75 km d'altitude;Précipité sur le sol lunaire le 11 Avril 2014 à 4h 30mn près du cratère Sundman V. Vitesse d'impact estimée 5800 km/h. Creuse un cratère de 3 m. Impact retrouvé par Lunar Reconnaissance Orbiter le 30 octobre 2014.   ;Detection de l'hélium / argon / neon. Acroissement de l'émission de sodium pendant les impacts de météorites.;;Non décrit;0;Non visible;999;Non visible;Non visible;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
CHANG'E 1;CHANG'E 1;HS15000S523600;15000S523600;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;01/03/2009;(CNSA / Chine);Non applicable;Chang'e 1;(CNSA / China);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;21;21 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;52,36;52,3600;53 ° 22 '  Est;-1,5;1 ° 30 '  Sud;Face visible;Sud-Est;Région de Mare Fecunditatis;48;Messier;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 24 Octobre 2007 à 10h05mn04s UTC de Xichang Satellite Launch Center par une fusée Long March 3;Masse de 2350 kg avec une charge utile de 130 kg. Comporte 24 instruments incluant une camera CCD stereo, unaltimètre à laser, des détecteurs gamma & X et radiomètre à micro-ondes.;;;;Non décrit;0;Non visible;4;4 jours après la Nouvelle Lune;3 jours après la Pleine Lune;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
LCROSS;LCROSS;HS847200S3106400;847200S3106400;Formation répertoriée;Site historique;Pas de type UAI;Sonde / Impact volontaire;Action humaine;09/10/2009;(NASA/USA);Non applicable;Lunar Crater Observation and Sensing Satellite;(NASA/USA);Non approuvé par l'UAI;Inexistant à cette époque;Inexistant à cette époque;Inexistant à cette époque;Non applicable;Non applicable;Non applicable;21;21 ème siècle;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;-49,36;310,6400;49 ° 22 '  Ouest;-84,72;84 ° 17 '  Sud;Face visible;Sud-Ouest;Limbe Sud-Ouest de la Lune;72;Clavius;Pas de carte ou d'image;Pas de carte ou d'image;Pas de carte ou d'image;Non décrit;Pas de carte ou d'image;Non applicable;Non applicable;Non applicable;Non applicable;Calcul impossible;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Non applicable;Lancé le 18 Juillet 2009 à 21h 32mn par une fusée Atlas V de Cap Canaveral couplé avec le 3ème étage de sa fusée;;;;;Non décrit;0;Non visible;10;3 jours après le Premier Quartier;2 jours après le Dernier Quartier;999;Non visible;Non visible;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI;Non approuvé par l'UAI
